iter	Passed	Remaining
1658	129626	26644
1659	129701	26565
1660	129776	26486
1661	129860	26409
1662	129937	26331
1663	130017	26253
1664	130093	26175
1665	130168	26096
1666	130246	26018
1667	130325	25940
1668	130407	25862
1669	130545	25796
1670	130626	25718
1671	130701	25639
1672	130781	25562
1673	130860	25484
1674	130937	25405
1675	131015	25327
1676	131096	25249
1677	131171	25171
1678	131244	25092
1679	131320	25013
1680	131394	24934
1681	131475	24856
1682	131549	24777
1683	131625	24699
1684	131699	24620
1685	131777	24542
1686	131858	24464
1687	131931	24385
1688	132012	24307
1689	132087	24228
1690	132161	24150
1691	132234	24071
1692	132308	23992
1693	132383	23913
1694	132461	23835
1695	132541	23757
1696	132620	23679
1697	132695	23600
1698	132770	23521
1699	132845	23443
1700	132918	23364
1701	132992	23285
1702	133068	23206
1703	133153	23129
1704	133226	23050
1705	133303	22972
1706	133380	22894
1707	133462	22816
1708	133550	22740
1709	133635	22663
1710	133744	22590
1711	133820	22511
1712	133896	22433
1713	133969	22354
1714	134044	22275
1715	134121	22197
1716	134193	22118
1717	134267	22039
1718	134347	21961
1719	134423	21882
1720	134502	21804
1721	134580	21726
1722	134656	21648
1723	134738	21570
1724	134817	21492
1725	134896	21414
1726	134971	21336
1727	135050	21257
1728	135127	21179
1729	135203	21101
1730	135277	21022
1731	135355	20944
1732	135441	20867
1733	135518	20788
1734	135592	20710
1735	135664	20631
1736	135749	20553
1737	135826	20475
1738	135900	20396
1739	135978	20318
1740	136061	20241
1741	136138	20162
1742	136210	20083
1743	136293	20006
1744	136367	19927
1745	136447	19849
1746	136522	19771
1747	136601	19693
1748	136678	19614
1749	136752	19536
1750	136826	19457
1751	136903	19379
1752	136984	19301
1753	137080	19225
1754	137158	19147
1755	137232	19068
1756	137304	18989
1757	137377	18910
1758	137454	18832
1759	137536	18755
1760	137610	18676
1761	137694	18598
1762	137769	18520
1763	137852	18442
1764	137923	18363
1765	137995	18284
1766	138072	18206
1767	138152	18128
1768	138225	18049
1769	138306	17972
1770	138380	17893
1771	138454	17814
1772	138529	17736
1773	138603	17657
1774	138679	17579
1775	138756	17500
1776	138838	17423
1777	138929	17346
1778	139004	17268
1779	139081	17189
1780	139158	17111
1781	139238	17033
1782	139316	16955
1783	139399	16877
1784	139475	16799
1785	139555	16721
1786	139630	16643
1787	139705	16564
1788	139783	16486
1789	139861	16408
1790	139941	16330
1791	140019	16252
1792	140095	16173
1793	140173	16095
1794	140251	16017
1795	140328	15939
1796	140402	15860
1797	140474	15781
1798	140549	15703
1799	140624	15624
1800	140697	15546
1801	140775	15468
1802	140861	15390
1803	140937	15312
1804	141015	15234
1805	141090	15155
1806	141174	15078
1807	141249	14999
1808	141322	14921
1809	141395	14842
1810	141475	14764
1811	141569	14688
1812	141650	14610
1813	141724	14531
1814	141803	14453
1815	141879	14375
1816	141954	14296
1817	142030	14218
1818	142110	14140
1819	142196	14063
1820	142271	13984
1821	142348	13906
1822	142422	13828
1823	142494	13749
1824	142570	13671
1825	142644	13592
1826	142719	13514
1827	142794	13435
1828	142871	13357
1829	142945	13279
1830	143020	13200
1831	143092	13122
1832	143169	13043
1833	143247	12965
1834	143320	12887
1835	143392	12808
1836	143476	12730
1837	143565	12653
1838	143675	12578
1839	143764	12501
1840	143845	12423
1841	143920	12344
1842	143997	12266
1843	144076	12188
1844	144150	12110
1845	144223	12031
1846	144301	11953
1847	144390	11876
1848	144470	11798
1849	144547	11720
1850	144627	11642
1851	144713	11564
1852	144791	11486
1853	144867	11408
1854	144942	11329
1855	145017	11251
1856	145093	11173
1857	145167	11094
1858	145241	11016
1859	145318	10937
1860	145389	10859
1861	145461	10780
1862	145532	10702
1863	145608	10623
1864	145688	10545
1865	145762	10467
1866	145841	10389
1867	145913	10310
1868	145992	10232
1869	146074	10154
1870	146153	10076
1871	146236	9999
1872	146310	9920
1873	146384	9842
1874	146460	9764
1875	146533	9685
1876	146612	9607
1877	146692	9529
1878	146766	9451
1879	146841	9372
1880	146915	9294
1881	146991	9216
1882	147072	9138
1883	147149	9060
1884	147224	8981
1885	147299	8903
1886	147373	8825
1887	147449	8747
1888	147522	8668
1889	147596	8590
1890	147673	8512
1891	147748	8433
1892	147830	8355
1893	147904	8277
1894	147978	8199
1895	148054	8121
1896	148127	8042
1897	148200	7964
1898	148280	7886
1899	148358	7808
1900	148440	7730
1901	148511	7652
1902	148592	7574
1903	148670	7496
1904	148751	7418
1905	148837	7340
1906	148926	7262
1907	149004	7184
1908	149079	7106
1909	149152	7028
1910	149228	6949
1911	149303	6871
1912	149374	6793
1913	149451	6715
1914	149526	6636
1915	149601	6558
1916	149676	6480
1917	149762	6402
1918	149838	6324
1919	149917	6246
1920	149991	6168
1921	150073	6090
1922	150147	6012
1923	150224	5934
1924	150300	5855
1925	150377	5777
1926	150454	5699
1927	150536	5621
1928	150619	5543
1929	150699	5465
1930	150788	5388
1931	150871	5310
1932	150957	5232
1933	151038	5154
1934	151114	5076
1935	151191	4998
1936	151267	4919
1937	151339	4841
1938	151417	4763
1939	151497	4685
1940	151575	4607
1941	151651	4529
1942	151728	4451
1943	151812	4373
1944	151897	4295
1945	151975	4217
1946	152052	4139
1947	152132	4061
1948	152209	3982
1949	152284	3904
1950	152360	3826
1951	152440	3748
1952	152515	3670
1953	152593	3592
1954	152666	3514
1955	152743	3435
1956	152838	3358
1957	152920	3280
1958	152997	3202
1959	153070	3123
1960	153144	3045
1961	153220	2967
1962	153299	2889
1963	153375	2811
1964	153462	2733
1965	153552	2655
1966	153651	2577
1967	153750	2500
1968	153829	2421
1969	153906	2343
1970	153982	2265
1971	154062	2187
1972	154141	2109
1973	154217	2031
1974	154291	1953
1975	154366	1874
1976	154439	1796
1977	154513	1718
1978	154588	1640
1979	154666	1562
1980	154741	1484
1981	154824	1406
1982	154897	1327
1983	154974	1249
1984	155064	1171
1985	155148	1093
1986	155243	1015
1987	155363	937
1988	155446	859
1989	155521	781
1990	155599	703
1991	155677	625
1992	155767	547
1993	155848	468
1994	155934	390
1995	156011	312
1996	156085	234
1997	156159	156
1998	156243	78
1999	156321	0
