iter	Passed	Remaining
1309	102650	54067
1310	102724	53987
1311	102800	53907
1312	102875	53827
1313	102949	53746
1314	103021	53665
1315	103096	53585
1316	103175	53506
1317	103251	53427
1318	103323	53345
1319	103400	53267
1320	103478	53188
1321	103561	53112
1322	103644	53036
1323	103745	52969
1324	103821	52890
1325	103900	52811
1326	103973	52730
1327	104046	52650
1328	104122	52570
1329	104199	52491
1330	104275	52412
1331	104356	52335
1332	104431	52254
1333	104503	52173
1334	104583	52095
1335	104657	52015
1336	104739	51938
1337	104814	51858
1338	104891	51779
1339	104964	51698
1340	105045	51622
1341	105126	51544
1342	105205	51467
1343	105281	51387
1344	105357	51307
1345	105440	51231
1346	105519	51154
1347	105600	51076
1348	105677	50997
1349	105757	50920
1350	105835	50841
1351	105912	50762
1352	105990	50684
1353	106068	50605
1354	106144	50526
1355	106216	50445
1356	106299	50369
1357	106373	50288
1358	106446	50207
1359	106518	50126
1360	106593	50046
1361	106672	49968
1362	106752	49890
1363	106828	49811
1364	106904	49732
1365	106977	49651
1366	107053	49571
1367	107141	49497
1368	107217	49418
1369	107294	49339
1370	107369	49259
1371	107443	49179
1372	107520	49100
1373	107595	49021
1374	107673	48942
1375	107756	48866
1376	107844	48792
1377	107929	48717
1378	108005	48637
1379	108079	48557
1380	108154	48477
1381	108229	48397
1382	108301	48316
1383	108379	48238
1384	108456	48159
1385	108530	48079
1386	108607	48000
1387	108679	47919
1388	108764	47843
1389	108844	47766
1390	108944	47697
1391	109018	47617
1392	109095	47538
1393	109170	47458
1394	109244	47378
1395	109319	47298
1396	109398	47220
1397	109474	47141
1398	109552	47062
1399	109625	46982
1400	109698	46901
1401	109779	46824
1402	109855	46745
1403	109943	46671
1404	110020	46592
1405	110097	46513
1406	110174	46434
1407	110248	46354
1408	110324	46275
1409	110395	46194
1410	110474	46115
1411	110551	46036
1412	110631	45959
1413	110714	45883
1414	110790	45803
1415	110866	45724
1416	110942	45645
1417	111019	45566
1418	111095	45487
1419	111173	45408
1420	111249	45329
1421	111321	45248
1422	111397	45169
1423	111471	45089
1424	111547	45010
1425	111622	44930
1426	111699	44851
1427	111773	44771
1428	111851	44693
1429	111929	44615
1430	112008	44537
1431	112085	44458
1432	112163	44380
1433	112248	44304
1434	112324	44225
1435	112401	44146
1436	112475	44066
1437	112553	43988
1438	112630	43909
1439	112703	43829
1440	112779	43750
1441	112855	43671
1442	112934	43593
1443	113013	43514
1444	113089	43435
1445	113164	43356
1446	113236	43275
1447	113312	43196
1448	113387	43116
1449	113463	43037
1450	113543	42960
1451	113629	42884
1452	113732	42815
1453	113806	42736
1454	113884	42657
1455	113965	42580
1456	114044	42502
1457	114123	42424
1458	114200	42345
1459	114275	42266
1460	114348	42185
1461	114429	42108
1462	114508	42030
1463	114587	41952
1464	114664	41874
1465	114748	41797
1466	114824	41718
1467	114901	41639
1468	114980	41562
1469	115058	41483
1470	115139	41406
1471	115217	41327
1472	115293	41248
1473	115366	41168
1474	115439	41088
1475	115515	41009
1476	115590	40930
1477	115665	40850
1478	115741	40771
1479	115819	40693
1480	115894	40613
1481	115969	40534
1482	116045	40455
1483	116123	40377
1484	116198	40297
1485	116280	40220
1486	116355	40141
1487	116428	40061
1488	116501	39981
1489	116573	39900
1490	116651	39822
1491	116737	39746
1492	116817	39669
1493	116899	39592
1494	116975	39513
1495	117054	39435
1496	117129	39356
1497	117205	39277
1498	117277	39196
1499	117352	39117
1500	117434	39040
