iter	Accuracy	MultiClass
888	0.9946914701	0.1438982903
889	0.9946914701	0.1435424569
890	0.9946914701	0.1433111926
891	0.9946914701	0.1430231539
892	0.9946914701	0.1428830319
893	0.9946914701	0.1425211626
894	0.9946914701	0.1423291079
895	0.9946914701	0.1418764929
896	0.9946914701	0.1416181203
897	0.9946914701	0.1412901241
898	0.9946914701	0.1411444407
899	0.9946914701	0.1410483241
900	0.9946914701	0.1407238741
901	0.9946914701	0.1406588066
902	0.9946914701	0.1403902364
903	0.9946914701	0.1401669412
904	0.9946914701	0.1399010793
905	0.9946914701	0.139499874
906	0.9946914701	0.1392914283
907	0.9946914701	0.1390725052
908	0.9946914701	0.1389276505
909	0.9946914701	0.1385154532
910	0.9946914701	0.1382924057
911	0.9946914701	0.1382026672
912	0.9946914701	0.1379284221
913	0.9946914701	0.1377387827
914	0.9946914701	0.1376592875
915	0.9946914701	0.137246487
916	0.9946914701	0.1371007422
917	0.9947368421	0.136663663
918	0.9947368421	0.1365521015
919	0.9947368421	0.1363474162
920	0.9947368421	0.1361541334
921	0.9947368421	0.1360788972
922	0.9947368421	0.1357928716
923	0.9947368421	0.1355382734
924	0.9947368421	0.1354371503
925	0.9947368421	0.1353395506
926	0.9947368421	0.1350442968
927	0.9947368421	0.1349525483
928	0.9947368421	0.1347605798
929	0.9947368421	0.1345913476
930	0.9947368421	0.134461072
931	0.9947368421	0.1342383149
932	0.9947368421	0.1340550558
933	0.9947368421	0.1338936687
934	0.9947368421	0.1337642338
935	0.9947368421	0.1334316274
936	0.9947368421	0.1332325054
937	0.9947368421	0.1329227865
938	0.9947368421	0.1327460621
939	0.9947368421	0.1324278362
940	0.9947368421	0.1322862052
941	0.9947368421	0.1321141088
942	0.9947368421	0.1319459857
943	0.9947368421	0.1316896656
944	0.9947368421	0.1313286599
945	0.9947368421	0.131188805
946	0.9947368421	0.1310842261
947	0.9947368421	0.1307947909
948	0.9947368421	0.130674905
949	0.9947368421	0.1305058022
950	0.9947368421	0.1303531105
951	0.9947368421	0.1301514669
952	0.9947368421	0.1300120571
953	0.9947368421	0.1299471715
954	0.9947368421	0.1295969989
955	0.9947368421	0.1293316852
956	0.9947368421	0.1291746585
957	0.9947368421	0.1289950854
958	0.9947368421	0.1288184582
959	0.9947368421	0.1286176782
960	0.9947368421	0.1283953822
961	0.9947368421	0.1281775794
962	0.9947368421	0.1280604412
963	0.9947368421	0.1278378835
964	0.9947368421	0.1275964503
965	0.9947368421	0.1273860226
966	0.9947368421	0.1271982561
967	0.9947368421	0.1270376539
968	0.9947368421	0.1269095694
969	0.9947368421	0.1267597139
970	0.9947368421	0.1266862064
971	0.9947368421	0.1265099617
972	0.9947368421	0.126276348
973	0.9947368421	0.1261730605
974	0.9947368421	0.1260571063
975	0.9947368421	0.1259242519
976	0.9947368421	0.1256718104
977	0.9947368421	0.1254669968
978	0.9946914701	0.1253039027
979	0.9946914701	0.1251628055
980	0.9946914701	0.1249585961
981	0.9946914701	0.1247465392
982	0.9946914701	0.124648033
983	0.9947368421	0.1245151204
984	0.9947368421	0.1243897932
985	0.9947368421	0.1241734343
986	0.9947368421	0.1240615668
987	0.9947368421	0.1239517
988	0.9947368421	0.1237688365
989	0.9947368421	0.123513364
990	0.9947368421	0.123339925
991	0.9947368421	0.1229825106
992	0.9947368421	0.1226631519
993	0.9947368421	0.1224707026
994	0.9947368421	0.1223011656
995	0.9947368421	0.1221190258
996	0.9947368421	0.1217873191
997	0.9947368421	0.1217455552
998	0.9947368421	0.121657388
999	0.9947368421	0.1215962817
1000	0.9947368421	0.1214612705
1001	0.9947368421	0.121236398
1002	0.9947368421	0.1209083134
1003	0.9947368421	0.1207376923
1004	0.9947368421	0.1205660524
1005	0.9947368421	0.1202506841
1006	0.9947368421	0.1200961035
1007	0.9947368421	0.119982209
1008	0.9947368421	0.119873987
1009	0.9947368421	0.1196660248
1010	0.9947368421	0.1194932163
1011	0.9947368421	0.1191884536
1012	0.9947368421	0.1191119792
1013	0.9947368421	0.1190100019
1014	0.9947368421	0.1189406058
1015	0.9947368421	0.1186444733
1016	0.9947368421	0.1184780792
1017	0.9947368421	0.1181918381
1018	0.9947368421	0.1180976907
1019	0.9947368421	0.1178733603
1020	0.9947368421	0.1177294838
1021	0.9947368421	0.1176143711
1022	0.9947368421	0.1174047817
1023	0.9947368421	0.1172590822
1024	0.9947368421	0.1170104197
1025	0.9947368421	0.1169094734
1026	0.9947368421	0.1166703556
1027	0.9947368421	0.1166105081
1028	0.9947368421	0.116514337
1029	0.9947368421	0.1163490257
1030	0.9947368421	0.1162086094
1031	0.9947368421	0.1160511242
1032	0.9947368421	0.1158453404
1033	0.9947368421	0.1156410587
1034	0.9947368421	0.1154811881
1035	0.9947368421	0.1153839692
1036	0.9947368421	0.1151413806
1037	0.9947368421	0.1149890888
1038	0.9947368421	0.1148708388
1039	0.9947368421	0.1148228287
1040	0.9947368421	0.1146696052
1041	0.9947368421	0.1143648566
1042	0.9947368421	0.1142334415
1043	0.9947368421	0.113987293
1044	0.9947368421	0.1138696203
1045	0.9947368421	0.1137279346
1046	0.9947368421	0.1136513641
1047	0.9947368421	0.1132747673
1048	0.9947368421	0.1130648177
1049	0.9947368421	0.1129954157
1050	0.9947368421	0.1128123522
1051	0.9947368421	0.1126665193
1052	0.9947368421	0.1124393085
1053	0.9947368421	0.1123758648
1054	0.9947368421	0.1123122034
1055	0.9947368421	0.1122380726
1056	0.9947368421	0.1121805217
1057	0.9947368421	0.111958276
1058	0.9947368421	0.1118749995
1059	0.9947368421	0.1116450271
1060	0.9947368421	0.111467426
1061	0.9947368421	0.111399573
1062	0.9947368421	0.1113341874
1063	0.9947368421	0.1112363903
1064	0.9947368421	0.11121689
1065	0.9947368421	0.1111111507
1066	0.9947368421	0.1109071186
1067	0.9947368421	0.1106204293
1068	0.9947368421	0.1104082943
1069	0.9947368421	0.1102492583
1070	0.9947368421	0.1101057796
1071	0.9947368421	0.110065431
1072	0.9947368421	0.1100013214
1073	0.9947368421	0.1097270859
1074	0.9947368421	0.1096394552
1075	0.9947368421	0.1094579374
1076	0.9947368421	0.1092547683
1077	0.9947368421	0.1089937764
1078	0.9947368421	0.108907897
1079	0.9947368421	0.1087884767
1080	0.9947368421	0.1086506538
1081	0.9947368421	0.1084995499
1082	0.9947368421	0.1084121596
1083	0.9947368421	0.1082424982
1084	0.9947368421	0.1080429456
1085	0.9947368421	0.1080098926
1086	0.9947368421	0.1077841874
1087	0.9947368421	0.1076499311
1088	0.9947368421	0.1074860432
1089	0.9947368421	0.1073842551
1090	0.9947368421	0.1072010146
1091	0.9947368421	0.1071014892
1092	0.9947368421	0.1070531387
1093	0.9947368421	0.1069330772
1094	0.9947368421	0.1067468155
1095	0.9947368421	0.1066433629
1096	0.9947368421	0.1065823317
1097	0.9947368421	0.1064437318
1098	0.9947368421	0.106165537
1099	0.9947368421	0.1060573303
1100	0.9947368421	0.1059670026
1101	0.9947368421	0.1058287794
1102	0.9947368421	0.1056234252
1103	0.9947368421	0.1053523148
1104	0.9947368421	0.1052799657
1105	0.9947368421	0.1051786849
1106	0.9947368421	0.1050568842
1107	0.9947368421	0.1048477641
1108	0.9947368421	0.1047310084
1109	0.9947368421	0.1046033234
1110	0.9947368421	0.1045615125
1111	0.9947368421	0.1044495597
1112	0.9947368421	0.1043305431
1113	0.9947368421	0.104258523
1114	0.9947368421	0.1040253176
1115	0.9947368421	0.1039372165
1116	0.9947368421	0.1038500145
1117	0.9947368421	0.1037565378
1118	0.9947368421	0.1037143417
1119	0.9947368421	0.1034847956
1120	0.9947368421	0.103413848
1121	0.9947368421	0.1033060113
1122	0.9947368421	0.1032370584
1123	0.9947368421	0.1030341229
1124	0.9947368421	0.1029548423
1125	0.9947368421	0.1027929728
1126	0.9947368421	0.1025591417
1127	0.9947368421	0.1024751063
1128	0.9947368421	0.1024114292
1129	0.9947368421	0.1021433965
1130	0.9947368421	0.1020287829
1131	0.9947368421	0.1019950166
1132	0.9947368421	0.1019766817
1133	0.9947368421	0.1018448369
1134	0.9947368421	0.1017089283
1135	0.9947368421	0.1016271293
1136	0.9947368421	0.1015555468
1137	0.9947368421	0.101421634
1138	0.9947368421	0.1013277629
1139	0.9947368421	0.1012791986
1140	0.9947368421	0.1011589638
1141	0.9947368421	0.101034647
1142	0.9947368421	0.1009240041
1143	0.9947368421	0.1007172915
1144	0.9947368421	0.1006427849
1145	0.9947368421	0.1004377244
1146	0.9947368421	0.1003761477
1147	0.9947368421	0.1002743578
1148	0.9947368421	0.1001852016
1149	0.9947368421	0.09991076399
1150	0.9947368421	0.09985015308
1151	0.9947368421	0.09978001417
1152	0.9947368421	0.09954409675
1153	0.9947368421	0.09944344595
1154	0.9947368421	0.09934981545
1155	0.9947368421	0.09922691945
1156	0.9947368421	0.09913764544
1157	0.9947368421	0.09902769584
1158	0.9947368421	0.09888519757
1159	0.9947368421	0.09885688911
1160	0.9947368421	0.09879603445
1161	0.9947368421	0.09873428733
1162	0.9947368421	0.0986184992
1163	0.9947368421	0.09857473086
1164	0.9947368421	0.09837832106
1165	0.9947368421	0.09823000752
1166	0.9947368421	0.0982002071
1167	0.9947368421	0.09804878285
1168	0.9947368421	0.09796383269
1169	0.9947368421	0.09794541984
1170	0.9947368421	0.09788030631
1171	0.9947368421	0.09780246216
1172	0.9947368421	0.09775008026
1173	0.9947368421	0.09758966553
1174	0.9947368421	0.09754615896
1175	0.9947368421	0.09739083347
1176	0.9947368421	0.09725522733
1177	0.9947368421	0.0971819799
1178	0.9947368421	0.09712627421
1179	0.9947368421	0.09707817806
1180	0.9947368421	0.09699451517
1181	0.9947368421	0.09691107106
1182	0.9947368421	0.09685654474
1183	0.9947368421	0.09672861147
1184	0.9947368421	0.09664393932
1185	0.9947368421	0.09660142864
1186	0.9947368421	0.0963872742
1187	0.9947368421	0.09630505767
1188	0.9947368421	0.09620981538
1189	0.9947368421	0.09610119828
1190	0.9947368421	0.09600835667
1191	0.9947368421	0.09593863999
1192	0.9947368421	0.09582390869
1193	0.9947368421	0.09571192528
1194	0.9947368421	0.09565458275
1195	0.9947368421	0.09558965572
1196	0.9947368421	0.09550022709
1197	0.9947368421	0.0953546052
1198	0.9947368421	0.09510093657
1199	0.9947368421	0.09494643594
1200	0.9947368421	0.09488771789
1201	0.9947368421	0.09480769601
1202	0.9947368421	0.094738928
1203	0.9947368421	0.09470248492
1204	0.9947368421	0.09463405661
1205	0.9947368421	0.09456469034
1206	0.9947368421	0.09443403173
1207	0.9947368421	0.09433255711
1208	0.9947368421	0.09424926846
1209	0.9947368421	0.09415092821
1210	0.9947368421	0.09408939232
1211	0.9947368421	0.09405247722
1212	0.9947368421	0.09400959687
1213	0.9947368421	0.09385844265
1214	0.9947368421	0.09382259471
1215	0.9947368421	0.09369966661
1216	0.9947368421	0.09367060303
1217	0.9947368421	0.09359958913
1218	0.9947368421	0.09343491632
1219	0.9947368421	0.09337390364
1220	0.9947368421	0.09329204366
1221	0.9947368421	0.09320626163
1222	0.9947368421	0.09317708932
1223	0.9947368421	0.09314893609
1224	0.9947368421	0.09302205118
1225	0.9947368421	0.09287629463
1226	0.9947368421	0.09276704403
1227	0.9947368421	0.09268521334
1228	0.9947368421	0.09259472577
1229	0.9947368421	0.09246237802
1230	0.9947368421	0.09238261013
1231	0.9947368421	0.09231800299
1232	0.9947368421	0.09224892015
1233	0.9947368421	0.0921443457
1234	0.9947368421	0.09210641648
1235	0.9947368421	0.09200850777
1236	0.9947368421	0.09188283335
1237	0.9947368421	0.09164948176
1238	0.9947368421	0.09156664742
1239	0.9947368421	0.09152696279
1240	0.9947368421	0.09147652111
1241	0.9947368421	0.0914119576
1242	0.9947368421	0.09129697303
1243	0.9947368421	0.09123949927
1244	0.9947368421	0.09121647043
1245	0.9947368421	0.09107175506
1246	0.9947368421	0.09100696245
1247	0.9947368421	0.0909435278
1248	0.9947368421	0.09090310384
1249	0.9947368421	0.0908683338
1250	0.9947368421	0.09080253307
1251	0.9947368421	0.09064426058
1252	0.9947368421	0.09060793717
1253	0.9947368421	0.09053215836
1254	0.9947368421	0.09038781026
1255	0.9947368421	0.0902345712
1256	0.9947368421	0.08997707268
1257	0.9947368421	0.08988493831
1258	0.9947368421	0.08972022135
1259	0.9947368421	0.08969781081
1260	0.9947368421	0.0896119237
1261	0.9947368421	0.08955404082
1262	0.9947368421	0.08951518467
1263	0.9947368421	0.08940126224
1264	0.9947368421	0.08934681279
1265	0.9947368421	0.08924702143
1266	0.9947368421	0.08922807655
1267	0.9947368421	0.08912818528
1268	0.9947368421	0.08901587887
1269	0.9947368421	0.0888531142
1270	0.9947368421	0.08880636043
1271	0.9947368421	0.08877524254
1272	0.9947368421	0.0887271025
1273	0.9947368421	0.08865625279
1274	0.9947368421	0.08857686972
1275	0.9947368421	0.08850691291
1276	0.9947368421	0.0884360005
1277	0.9947368421	0.08842298765
1278	0.9947368421	0.08830928863
1279	0.9947368421	0.08826258907
1280	0.9947368421	0.08812284087
1281	0.9947368421	0.08800424565
1282	0.9947368421	0.08796080173
1283	0.9947368421	0.08789470109
1284	0.9947368421	0.087822762
1285	0.9947368421	0.08776755095
1286	0.9947368421	0.08772286929
1287	0.9947368421	0.087669561
1288	0.9947368421	0.0876043069
1289	0.9947368421	0.08751722341
1290	0.9947368421	0.08748397124
1291	0.9947368421	0.08747385791
1292	0.9947368421	0.08738184474
1293	0.9947368421	0.08732198779
1294	0.9947368421	0.08727381792
1295	0.9947368421	0.08722097254
1296	0.9947368421	0.08716395365
1297	0.9947368421	0.08713827065
1298	0.9947368421	0.0870687213
1299	0.9947368421	0.08700470396
1300	0.9947368421	0.08692471247
1301	0.9947368421	0.08685925727
1302	0.9947368421	0.08681815017
1303	0.9947368421	0.08678665229
1304	0.9947368421	0.08669579633
1305	0.9947368421	0.08663109106
1306	0.9947368421	0.08654709179
1307	0.9947368421	0.08647878527
1308	0.9947368421	0.08640933173
1309	0.9947368421	0.08625115065
1310	0.9947368421	0.08612801613
1311	0.9947368421	0.08600969773
1312	0.9947368421	0.08595962414
1313	0.9947368421	0.08592112117
1314	0.9947368421	0.08584693793
1315	0.9947368421	0.08582066566
1316	0.9947368421	0.08577183179
1317	0.9947368421	0.08559602334
1318	0.9947368421	0.08548042622
1319	0.9947368421	0.08536596469
1320	0.9947368421	0.08525826631
1321	0.9947368421	0.08524597001
1322	0.9947368421	0.08521570952
1323	0.9947368421	0.0851619078
1324	0.9947368421	0.08513809208
1325	0.9947368421	0.0850638233
1326	0.9947368421	0.08495203524
1327	0.9947368421	0.08486012902
1328	0.9947368421	0.08472605708
1329	0.9947368421	0.08467827163
1330	0.9947368421	0.08462075913
1331	0.9947368421	0.0844900654811332	0.9947368421	0.0844301077131333	0.9947368421	0.0842956241341334	0.9947368421	0.0841099913491335	0.9947368421	0.08406651350	1336	0.9947368421	0.0839701351	01337	0.9947368421	0.08381352	0.91338	0.9947368421	0.0831353	0.991339	0.9947368421	0.081354	0.9941340	0.9947368421	0.01355	0.99461341	0.9947368421	01356	0.9946461342	0.9947368421	1357	0.99464601343	0.9947368421358	0.9946460981344	0.994736841359	0.994646098	1345	0.99473681360	0.994646098	1346	0.99473681361	0.994646098	01347	0.9947361362	0.994646098	01348	0.9947361363	0.994646098	0.1349	0.994731364	0.994646098	0.1350	0.994731365	0.994646098	0.1351	0.994731366	0.994646098	0.01352	0.99471367	0.994646098	0.081353	0.9941368	0.994646098	0.0851354	0.991369	0.994646098	0.0851355	0.991370	0.994646098	0.08561356	0.91371	0.994646098	0.085611357	0.9947368421	0.08231876635
1358	0.9947368421	0.08221607388
1351374	0.994646098	0.0853764174131375	0.994646098	0.0853600547
1376	0.994646098	0.0852951138
1377	0.994646098	0.0852014636
1378	0.994646098	0.0851837327
1379	0.994646098	0.08511741835
1380	0.994646098	0.08506993334
1381	0.994646098	0.0849482582
1382	0.994646098	0.08489931033
1383	0.994646098	0.08476018006
1384	0.994646098	0.08473429242
1385	0.994646098	0.0847222139
1386	0.994646098	0.08470434673
1387	0.994646091372	0.9947368421388	0.9946460981373	0.994736841389	0.994646098	1374	0.99473681390	0.994646098	01375	0.9947361391	0.994646098	0.1376	0.994731392	0.994646098	0.01377	0.99471393	0.994646098	0.081378	0.9941394	0.994646098	0.0841379	0.991395	0.994646098	0.0841380	0.991396	0.994646098	0.08421381	0.91397	0.994646098	0.08415278193
1398	0.994646098	0.08410630764
1399	0.994646098	0.08399156453
1400	0.994646098	0.08390531417
1401	0.994646098	0.08386269836
1402	0.994646098	0.08379483417
1403	0.994646098	0.08372506934
1404	0.994646098	0.08361177697
1405	0.994646098	0.0835358564
1406	0.994646098	0.08346855067
1407	0.994646098	0.08343004004
1408	0.994646098	0.08335773783
1409	0.994646098	0.08330826121
1410	0.994646098	0.08323547388
1411	0.994646098	0.08321195852
1412	0.994646098	0.08318221051
1413	0.994646098	0.08312993857
1414	0.994646098	0.08304011615
1415	0.994646098	0.08295467217
1416	0.994646098	0.08290553709
1417	0.994646098	0.08284625558
1418	0.994646098	0.08275454838
1419	0.994646098	0.08268186346
1420	0.994646098	0.0826249564
1421	0.994646098	0.08258787802
1422	0.994646098	0.08252052957
1423	0.994646098	0.0823433242
1424	0.994646098	0.08230989171
1425	0.994646098	0.08224888613
1426	0.994646098	0.08221351779
1427	0.994646098	0.08212716678
1428	0.994646098	0.08208120439
1429	0.994646098	0.08204675367
1430	0.994646098	0.08200927633
1431	0.994646098	0.08199199231
1432	0.994646098	0.0819277219
1433	0.994646098	0.08184477843
1434	0.994646098	0.08180261894
1435	0.994646098	0.08176998509
1436	0.994646098	0.08174724842
1437	0.994646098	0.0817201503
1438	0.994646098	0.08162252604
1439	0.994646098	0.08154597862
1440	0.994646098	0.08136758377
1441	0.994646098	0.08130946605
1442	0.994646098	0.08128428136
1443	0.994646098	0.08123296449
1444	0.994646098	0.08118293202
1445	0.994646098	0.08101185769
1446	0.994646098	0.08098017277
1447	0.994646098	0.08095727096
1448	0.994646098	0.08093150865
1449	0.994646098	0.08087241163
1450	0.994646098	0.08083669274
1451	0.994646098	0.08079077001
1452	0.994646098	0.08076365149
1453	0.994646098	0.08071890146
1454	0.994646098	0.08069731919
1455	0.994646098	0.08060568222
1456	0.994646098	0.08058170747
1457	0.994646098	0.08054717639
1458	0.994646098	0.08045615379
1459	0.994646098	0.08036527239
1460	0.994646098	0.08032982867
1461	0.994646098	0.0802813319
1462	0.994646098	0.08020880221
1463	0.994646098	0.08019281692
1464	0.994646098	0.08015676309
1465	0.994646098	0.08001695143
1466	0.994646098	0.07996874943
1467	0.994646098	0.07992626004
1468	0.994646098	0.07985967643
1469	0.994646098	0.07976833111
1470	0.994646098	0.07975025619
1471	0.994646098	0.07971596793
1472	0.994646098	0.07967645902
1473	0.994646098	0.07964418572
1474	0.994646098	0.07951598348
1475	0.994646098	0.07948640288
1476	0.994646098	0.07939895829
1477	0.994646098	0.07933566871
1478	0.994646098	0.07931227164
1479	0.994646098	0.07923998595
1480	0.994646098	0.07919187299
1481	0.994646098	0.07914299806
1482	0.994646098	0.07910108479
1483	0.994646098	0.07903748368
1484	0.994646098	0.07896262014
1485	0.994646098	0.07894550323
1486	0.994646098	0.07891845028
1487	0.994646098	0.07877749155
1488	0.994646098	0.07872521147
1489	0.994646098	0.07869317321
1490	0.994646098	0.07861939096
1491	0.994646098	0.07860022925
1492	0.994646098	0.07857522174
1493	0.994646098	0.07854213825
1494	0.994646098	0.07850597325
1495	0.994646098	0.07847295695
1496	0.994646098	0.07845278598
1497	0.994646098	0.07841763393
1498	0.994646098	0.07836397912
1499	0.994646098	0.07832921261
1500	0.994646098	0.07830938949
1501	0.994646098	0.07825604114
1502	0.994646098	0.07811356967
1503	0.994646098	0.07807291501
1504	0.994646098	0.07800347177
1505	0.994646098	0.07798562475
1506	0.994646098	0.0779497228
1507	0.994646098	0.07789146566
1508	0.994646098	0.07781063009
1509	0.994646098	0.07774524899
1510	0.994646098	0.07772183638
1511	0.994646098	0.0776619026
1512	0.994646098	0.07761290447
1513	0.994646098	0.07755788905
1514	0.994646098	0.07751289722
1515	0.994646098	0.07747685577
1516	0.994646098	0.07746176654
1517	0.994646098	0.07742053668
1518	0.994646098	0.07736114121
1519	0.994646098	0.07732622933
1520	0.994646098	0.07731087567
1521	0.994646098	0.07728540107
1522	0.994646098	0.07725238233
1523	0.994646098	0.0772399741
1524	0.994646098	0.07717558561
1525	0.994646098	0.07707895619
1526	0.994646098	0.07701823018
1527	0.994646098	0.07700135085
1528	0.994646098	0.07698096358
1529	0.994646098	0.07693971094
1530	0.994646098	0.07685698494
1531	0.994646098	0.07681853756
1532	0.994646098	0.07679246958
1533	0.994646098	0.07676058339
1534	0.994646098	0.07669285867
1535	0.994646098	0.07657989055
1536	0.994646098	0.07653900865
1537	0.994646098	0.07639013316
1538	0.994646098	0.07636072312
1539	0.994646098	0.07633322445
1540	0.994646098	0.07627282582
1541	0.994646098	0.07624502038
1542	0.994646098	0.0762184601
1543	0.994646098	0.07618970093
1544	0.994646098	0.07607479975
1545	0.994646098	0.07604208221
1546	0.994646098	0.07601900926
1547	0.994646098	0.07600927603
1548	0.994646098	0.07591712136
1549	0.994646098	0.07584516004
1550	0.994646098	0.07575918954
1551	0.994646098	0.07568231133
1552	0.994646098	0.07561642362
1553	0.994646098	0.07555928036
1554	0.994646098	0.0755239124
1555	0.994646098	0.07548261942
1556	0.994646098	0.07542999817
1557	0.994646098	0.07533500395
1558	0.994646098	0.07527041929
1559	0.994646098	0.07525162316
1560	0.994646098	0.07522385753
1561	0.994646098	0.07519562237
1562	0.994646098	0.0751686178
1563	0.994646098	0.07512643801
1564	0.994646098	0.07508007357
1565	0.994646098	0.07503933312
1566	0.994646098	0.07501847128
1567	0.994646098	0.07496565944
1568	0.994646098	0.07492940321
1569	0.994646098	0.07488326389
1570	0.994646098	0.07485040355
1571	0.994646098	0.07480827624
1572	0.994646098	0.07478313721
1573	0.994646098	0.07474577257
1574	0.994646098	0.07471164116
1575	0.994646098	0.07467422336
1576	0.994646098	0.07466862903
1577	0.994646098	0.0746486719
1578	0.994646098	0.07460405733
1579	0.994646098	0.07456299836
1580	0.994646098	0.07455545743
1581	0.994646098	0.07449795376
1582	0.994646098	0.07445178676
1583	0.994646098	0.07439751183
1584	0.994646098	0.07433957513
1585	0.994646098	0.07430676541
1586	0.994646098	0.07425784755
1587	0.994646098	0.07417735738
1588	0.994646098	0.07415438694
1589	0.994646098	0.07410528378
1590	0.994646098	0.074086081
1591	0.994646098	0.07403296049
1592	0.994646098	0.07399600118
1593	0.994646098	0.07396668961
1594	0.994646098	0.07394113852
1595	0.994646098	0.07390622144
1596	0.994646098	0.07373670247
1597	0.994646098	0.0737163808
1598	0.994646098	0.07368514219
1599	0.994646098	0.07367354269
1600	0.994646098	0.07362194374
1601	0.994646098	0.07359315453
1602	0.994646098	0.07357870934
1603	0.994646098	0.07354315433
1604	0.994646098	0.07352311008
1605	0.994646098	0.07348990455
1606	0.994646098	0.07339966107
1607	0.994646098	0.0733234044
1608	0.994646098	0.07331159349
1609	0.994646098	0.07328371447
1610	0.994646098	0.07324222535
1611	0.994646098	0.07321491782
1612	0.994646098	0.07317433425
1613	0.994646098	0.07313617345
1614	0.994646098	0.073122429
1615	0.994646098	0.07308062444
1616	0.994646098	0.0730367949
1617	0.994646098	0.07302559381
1618	0.994646098	0.07299445299
1619	0.994646098	0.07298167653
1620	0.994646098	0.07293642813
1621	0.994646098	0.07292004008
1622	0.994646098	0.07283345285
1623	0.994646098	0.07280890114
1624	0.994646098	0.07278142496
1625	0.994646098	0.07275746356
1626	0.994646098	0.07267031999
1627	0.994646098	0.07265524546
1628	0.994646098	0.07264219415
1629	0.994646098	0.07262459601
1630	0.994646098	0.0725925823
1631	0.994646098	0.07254444985
1632	0.994646098	0.07246227125
1633	0.994646098	0.07244442193
1634	0.994646098	0.07239927332
1635	0.994646098	0.0723777658
1636	0.994646098	0.07232996835
1637	0.994646098	0.0722794607
1638	0.994646098	0.07226746426
1639	0.994646098	0.07224671012
1640	0.994646098	0.07222487913
1641	0.994646098	0.07219166755
1642	0.994646098	0.07215446396
1643	0.994646098	0.07214060979
1644	0.994646098	0.07205547746
1645	0.994646098	0.07203058862
1646	0.994646098	0.07201343706
1647	0.994646098	0.07193964367
1648	0.994646098	0.07191025496
1649	0.994646098	0.07184771441
1650	0.994646098	0.07181481421
1651	0.994646098	0.07176946666
1652	0.994646098	0.0717487415
1653	0.994646098	0.07172281268
1654	0.994646098	0.07171284752
1655	0.994646098	0.07168412551
1656	0.994646098	0.07167551082
1657	0.994646098	0.07165990156
1658	0.994646098	0.07162138039
1659	0.994646098	0.07160797769
1660	0.994646098	0.07156860453
1661	0.994646098	0.07154218072
1662	0.994646098	0.07152131427
1663	0.994646098	0.07149934865
1664	0.994646098	0.07143294047
1665	0.994646098	0.07137757265
1666	0.994646098	0.07135486647
1667	0.994646098	0.07133687151
1668	0.994646098	0.07130958296
1669	0.994646098	0.07127611134
1670	0.994646098	0.0712491015
1671	0.994646098	0.0712401061
1672	0.994646098	0.07112039542
1673	0.994646098	0.07110753113
1674	0.994646098	0.07108568146
1675	0.994646098	0.07106399933
1676	0.994646098	0.07099706718
1677	0.994646098	0.0709690878
1678	0.994646098	0.07091985166
1679	0.994646098	0.07089584173
1680	0.994646098	0.07087753293
1681	0.994646098	0.07081978633
1682	0.994646098	0.07075226985
1683	0.994646098	0.07072739563
1684	0.994646098	0.07071629629
1685	0.994646098	0.07070002943
1686	0.994646098	0.07067427145
1687	0.994646098	0.07064311239
1688	0.994646098	0.07059424702
1689	0.994646098	0.07056460498
1690	0.994646098	0.07051318367
1691	0.994646098	0.0704945747
1692	0.994646098	0.07048746597
1693	0.994646098	0.07045208999
1694	0.994646098	0.07040109427
1695	0.994646098	0.07037658728
1696	0.994646098	0.07035188524
1697	0.994646098	0.07031906673
1698	0.994646098	0.07029942256
1699	0.994646098	0.07029129911
1700	0.994646098	0.07025636226
1701	0.994646098	0.07021442598
1702	0.994646098	0.07018996139
1703	0.994646098	0.07012118258
1704	0.994646098	0.07007605179
1705	0.994646098	0.0700429081
1706	0.994646098	0.07002502544
1707	0.994646098	0.07000685871
1708	0.994646098	0.06999186985
1709	0.994646098	0.06996810486
1710	0.994646098	0.06992115722
1711	0.994646098	0.06988134288
1712	0.994646098	0.06984331719
1713	0.994646098	0.06980033233
1714	0.994646098	0.06975944583
1715	0.994646098	0.06972978647
1716	0.994646098	0.06971931233
1717	0.994646098	0.06967712294
1718	0.994646098	0.06966705201
1719	0.994646098	0.06964679722
1720	0.994646098	0.06962571905
1721	0.994646098	0.06960825418
1722	0.994646098	0.06957666779
1723	0.994646098	0.06954023425
1724	0.994646098	0.06948149394
1725	0.994646098	0.06946999534
1726	0.994646098	0.06943582781
1727	0.994646098	0.06942045859
1728	0.994646098	0.06938981153
1729	0.994646098	0.06926919194
1730	0.994646098	0.06924152126
1731	0.994646098	0.06919302716
1732	0.994646098	0.06915779222
1733	0.994646098	0.06913774997
1734	0.994646098	0.06910522036
1735	0.994646098	0.06904843554
1736	0.994646098	0.06902237832
1737	0.994646098	0.06900655205
1738	0.994646098	0.06899318908
1739	0.994646098	0.068984543
1740	0.994646098	0.06897057609
1741	0.994646098	0.06893481552
1742	0.994646098	0.068903551
1743	0.994646098	0.06887418456
1744	0.994646098	0.0688476084
1745	0.994646098	0.0687833339
1746	0.994646098	0.0687576177
1747	0.994646098	0.06873548731
1748	0.994646098	0.06872706877
1749	0.994646098	0.06871968259
1750	0.994646098	0.0686949239
1751	0.994646098	0.0686713206
1752	0.994646098	0.06865687686
1753	0.994646098	0.06864348461
1754	0.994646098	0.0686213411
1755	0.994646098	0.0685712319
