iter	Accuracy	MultiClass
140	0.7769963702	0.6976075014
141	0.7794010889	0.6951967645
142	0.7813520871	0.6937743463
143	0.7829854809	0.6916578614
144	0.7849818512	0.6893395518
145	0.7869782214	0.6876143054
146	0.7889745917	0.6857299339
147	0.7904264973	0.6842434447
148	0.7915154265	0.6830705918
149	0.7926497278	0.6814309388
150	0.793738657	0.6797837587
151	0.794646098	0.6786728234
152	0.7974591652	0.6768522132
153	0.8	0.6746732573
154	0.8021778584	0.6723553659
155	0.8027676951	0.6709658485
156	0.8039019964	0.6692452224
157	0.805353902	0.6672993325
158	0.8057168784	0.6661540041
159	0.8081669691	0.6640256055
160	0.8097549909	0.6626436103
161	0.8110707804	0.6607609555
162	0.8117059891	0.6585678448
163	0.8127495463	0.6567494742
164	0.8145644283	0.6554048796
165	0.816107078	0.6534884064
166	0.8176950998	0.6521188044
167	0.8188747731	0.650556956
168	0.8202359347	0.6494315583
169	0.8204627949	0.6475923708
170	0.8230036298	0.6449978919
171	0.8240018149	0.6436986375
172	0.8257259528	0.6416064116
173	0.8274954628	0.639450148
174	0.8287658802	0.6377317874
175	0.8298094374	0.636584482
176	0.8310344828	0.6351478322
177	0.8326678766	0.6335913194
178	0.8337114338	0.6324945631
179	0.8351179673	0.6302067059
180	0.8360707804	0.6291758771
181	0.8375680581	0.6277286802
182	0.8386569873	0.6260376271
183	0.8399274047	0.6246374022
184	0.841969147	0.6229744714
185	0.8429673321	0.6214165438
186	0.8439201452	0.6200984369
187	0.844646098	0.6184180043
188	0.8452359347	0.6169619873
189	0.8460980036	0.6157727071
190	0.8475045372	0.6138274379
191	0.8491833031	0.6121586936
192	0.85	0.6107874176
193	0.8501814882	0.6099763925
194	0.8514972777	0.6086354475
195	0.85353902	0.6069133394
196	0.8534482759	0.6055452479
197	0.8551270417	0.6039433744
198	0.855399274	0.6027152666
199	0.8568965517	0.6012060549
200	0.8576225045	0.5998807648
201	0.8583484574	0.5982762893
202	0.8602540835	0.5965087646
203	0.860707804	0.5945797203
204	0.8617967332	0.593288891
205	0.862477314	0.5919592753
206	0.8632940109	0.5900010694
207	0.8639745917	0.588714301
208	0.8646098004	0.5872118313
209	0.8656533575	0.5859714064
210	0.8666515426	0.5847439663
211	0.8675136116	0.5835265536
212	0.8688747731	0.5823384311
213	0.8686479129	0.5811273272
214	0.8693284936	0.5799723262
215	0.8706442831	0.578476649
216	0.8713702359	0.5770700014
217	0.8723684211	0.5760155399
218	0.8729582577	0.575075105
219	0.8740471869	0.5736076291
220	0.8750453721	0.5720923358
221	0.8760889292	0.5706897962
222	0.876814882	0.5695661373
223	0.8779945554	0.5683678598
224	0.87853902	0.5670205134
225	0.8787658802	0.5661572198
226	0.8806715064	0.5647658183
227	0.8814882033	0.5633932631
228	0.8815335753	0.5622666919
229	0.8823502722	0.560744241
230	0.8846642468	0.5591138507
231	0.8854355717	0.5578030389
232	0.8862976407	0.5564388797
233	0.8872958258	0.5552077454
234	0.8875680581	0.5542637861
235	0.8894283122	0.5524478707
236	0.8903811252	0.551380309
237	0.8916969147	0.5497986992
238	0.8924682396	0.5489647258
239	0.8931488203	0.5478390231
240	0.8931941924	0.5461341101
241	0.8942377495	0.5448019358
242	0.895553539	0.5431633162
243	0.8965970962	0.5416639035
244	0.8980036298	0.5399916605
245	0.8980036298	0.5394922676
246	0.8985027223	0.538202699
247	0.8995009074	0.5367872795
248	0.8995916515	0.535654229
249	0.9000907441	0.5347748184
250	0.9006805808	0.5337051014
251	0.9012250454	0.5329057318
252	0.9017241379	0.5315299037
253	0.9019509982	0.530855711
254	0.9024500907	0.5297756085
255	0.9037205082	0.5281105052
256	0.9040381125	0.5273741319
257	0.9044010889	0.526418553
258	0.9053085299	0.5250665495
259	0.9057622505	0.5237128093
260	0.9066696915	0.5227271678
261	0.9078493648	0.5212568758
262	0.9085299456	0.5203063771
263	0.9095735027	0.5190296141
264	0.910707804	0.5178341242
265	0.910753176	0.5167332939
266	0.9117059891	0.5156590209
267	0.912477314	0.5146825218
268	0.9128856624	0.5132254728
269	0.9130671506	0.5120229373
270	0.9136116152	0.511222756
271	0.914246824	0.5103014769
272	0.9152450091	0.5093204503
273	0.9158348457	0.5079387099
274	0.9166969147	0.5064596444
275	0.9173321234	0.5055220551
276	0.9181034483	0.5044642572
277	0.9182849365	0.5035390133
278	0.9185117967	0.5026720646
279	0.9183756806	0.501784074
280	0.9189655172	0.5005684293
281	0.9197822142	0.4992082075
282	0.9202359347	0.4980489519
283	0.9205989111	0.4970661988
284	0.9215063521	0.4961324906
285	0.9215970962	0.495273161
286	0.9223684211	0.4940551036
287	0.9230490018	0.492686185
288	0.9238656987	0.4913435645
289	0.9244101633	0.4898725359
290	0.9249546279	0.4887895208
291	0.9252722323	0.4873568372
292	0.9260889292	0.4860399918
293	0.9265880218	0.4846585366
294	0.9269963702	0.4838392281
295	0.9277676951	0.4824297372
296	0.9284482759	0.4813762747
297	0.9282667877	0.4803894876
298	0.9287658802	0.4790515738
299	0.929446461	0.4780491924
300	0.9297640653	0.4768258186
301	0.9305353902	0.4752931567
302	0.9311705989	0.4741580788
303	0.9323049002	0.4729346703
304	0.933076225	0.4716090937
305	0.9334392015	0.4706653749
306	0.9342558984	0.4694943843
307	0.9344827586	0.4685123806
308	0.9346642468	0.4678387847
309	0.9351179673	0.4666598664
310	0.9361161525	0.4652484619
311	0.9373411978	0.4641993094
312	0.9377495463	0.4632182233
313	0.9378856624	0.462374223
314	0.9387023593	0.4612689913
315	0.9388838475	0.4603262608
316	0.939246824	0.4594203727
317	0.939246824	0.4585570533
318	0.9398366606	0.4575656672
319	0.9405626134	0.4561688934
320	0.9409255898	0.4552678744
321	0.9415154265	0.4538514923
322	0.9416061706	0.4528840646
323	0.9423774955	0.4519331358
324	0.9421506352	0.4509791159
325	0.9427858439	0.4500134354
326	0.9434664247	0.4488322475
327	0.9433756806	0.4484008098
328	0.9435117967	0.4475728426
329	0.9441470054	0.4468671752
330	0.9448729583	0.4454729002
331	0.9451905626	0.4447481087
332	0.9456896552	0.4435889138
333	0.9465063521	0.4425924754
334	0.9470508167	0.4416865486
335	0.947277677	0.4405535408
336	0.9475952813	0.4398771753
337	0.9474137931	0.4390868286
338	0.948185118	0.4378094293
339	0.9486842105	0.4371685686
340	0.9492286751	0.4362557468
341	0.9496823956	0.4353683396
342	0.9496823956	0.4345705631
343	0.9506352087	0.4330736686
344	0.9513157895	0.4319850342
345	0.9518602541	0.4305931216
346	0.9521324864	0.4295835435
347	0.9522232305	0.4288459448
348	0.9527676951	0.4276989526
349	0.9529945554	0.4267054326
350	0.9534482759	0.4258776516
351	0.9534482759	0.4250659502
352	0.9544010889	0.4241831378
353	0.9541742287	0.4230323723
354	0.9545825771	0.421955681
355	0.9552631579	0.4208605422
356	0.9557622505	0.4196872357
357	0.9563067151	0.4185099526
358	0.9565335753	0.4178646275
359	0.9569872958	0.4171151618
360	0.957168784	0.4161395805
361	0.958030853	0.4152502049
362	0.958030853	0.4145574811
363	0.9583484574	0.4137108346
364	0.958938294	0.4125826456
365	0.9594827586	0.4114937627
366	0.9597096189	0.410652308
367	0.9597096189	0.4098640674
368	0.9599818512	0.4085636314
369	0.9606624319	0.4073442712
370	0.9607985481	0.4063570256
371	0.9608892922	0.4055963257
372	0.9612976407	0.4049423947
373	0.9612522686	0.4041734515
374	0.9614791289	0.4033427681
375	0.9621143376	0.4021199313
376	0.9620689655	0.4011597188
377	0.9626134301	0.3999920184
378	0.9627949183	0.3991039576
379	0.9632032668	0.3981878889
380	0.9633393829	0.3971685555
381	0.9635662432	0.3965237346
382	0.9639745917	0.3959276921
383	0.9639745917	0.3951338692
384	0.9647912886	0.3939477471
385	0.9651088929	0.3932063991
386	0.9649274047	0.3925471879
387	0.9650181488	0.3916668488
388	0.9651088929	0.3909919038
389	0.9656987296	0.3899300027
390	0.966107078	0.3889395594
391	0.9664246824	0391	0.962749392	0.9667876588	0392	0.963067393	0.9670145191	0393	0.963475394	0.9674682396	0394	0.964110395	0.9676497278	0395	0.964519396	0.9676497278	0.3846051675
397	0.967876588	0.3837634446
398	0.9682395644	0.3830578372
399	0.9682849365	0.3822164031
400	0.9686025408	0.3810298452
401	0.9683303085	0.3799632857
402	0.9686479129	0.3790646313
403	0.9694646098	0.37794889
404	0.9699183303	0.3767927723
405	0.9697822142	0.37620574
406	0.9695553539	0.3754664151
407	0.9700544465	0.374878332
408	0.9699637024	0.3744551155
409	0.9701905626	0.3735783354
410	0.9702813067	0.3729706449
411	0.9703266788	0.372045427
412	0.9711433757	0.3710842098
413	0.9715063521	0.3697689303
414	0.9716424682	0.3686489423
415	0.9716878403	0.3681365464
416	0.9718693285	0.3674435989
417	0.9719600726	0.3668888193
418	0.972277677	0.3659715809
419	0.9727313975	0.3649609602
420	0.9728221416	0.3640135041
421	0.9732758621	0.3630826534
422	0.9735934664	0.3622379806
423	0.9736842105	0.3614465247
424	0.9740018149	0.3603923899
425	0.9741833031	0.3595370772
426	0.9745462795	0.3590854572
427	0.9745916515	0.3587250358
428	0.9746370236	0.3580997823
429	0.9746823956	0.3573580507
430	0.9750907441	0.3566159614
431	0.9751814882	0.355915579
432	0.9751814882	0.3551466757
433	0.9753629764	0.3544114082
434	0.9755898367	0.353811651
435	0.9757713249	0.3528512691
436	0.9757713249	0.3521926201
437	0.9761796733	0.3514930752
438	0.9762250454	0.3506096474
439	0.9764065336	0.3498486118
440	0.9764972777	0.349491308
441	0.9765880218	0.3484010817
442	0.9768602541	0.347664416
443	0.9772686025	0.3468281678
444	0.9775408348	0.345983819
445	0.9776315789	0.3450738672
446	0.9778130672	0.3441126739
447	0.9781306715	0.343038573
448	0.9783121597	0.3420208937
449	0.9784936479	0.3413948737
450	0.9788112523	0.340783263
451	0.9789473684	0.3401506537
452	0.9789473684	0.3394512295
453	0.9789473684	0.3384544526
454	0.9793103448	0.3377813352
455	0.9794010889	0.3369900591
456	0.9795825771	0.3362910292
457	0.979491833	0.3353930411
458	0.9795825771	0.3347700299
459	0.9796733212	0.3340808316
460	0.9797186933	0.3334238602
461	0.9795372051	0.3329484271
462	0.9797186933	0.3323758082
463	0.9799909256	0.3315097044
464	0.9799909256	0.3306523802
465	0.9803085299	0.3299715772
466	0.9806715064	0.3289949933
467	0.9804900181	0.3283584873
468	0.9803085299	0.3274977296
469	0.9805807623	0.3266351223
470	0.9807168784	0.3257810996
471	0.9808983666	0.3252034666
472	0.9808529946	0.3248985039
473	0.9809437387	0.3244605091
474	0.9809437387	0.3242040056
475	0.9810798548	0.3235695437
476	0.9809891107	0.3230718688
477	0.9810798548	0.3227677435
478	0.9811252269	0.3223274095
479	0.9814428312	0.3216477123
480	0.9815789474	0.3209322948
481	0.9814882033	0.3204224166
482	0.9815789474	0.3199497316
483	0.9815789474	0.3194257897
484	0.9819872958	0.3188030876
485	0.9822595281	0.3178821977
486	0.9822595281	0.3170427672
487	0.9823502722	0.3163207324
488	0.9827132486	0.3156875408
489	0.9828493648	0.3149791516
490	0.9829401089	0.314379488
491	0.9831669691	0.3136991092
492	0.9833030853	0.3130405876
493	0.9834845735	0.3122901685
494	0.9836206897	0.3116404186
495	0.9837114338	0.3107233986
496	0.9840290381	0.3102352149
497	0.9842558984	0.3093858278
498	0.9843920145	0.3085332795
499	0.9843466425	0.3080227521
500	0.9845281307	0.3075336819
501	0.9843920145	0.3070273031
502	0.9845735027	0.3065804726
503	0.9846188748	0.3059004617
504	0.9844827586	0.305233739
505	0.9844827586	0.3043884661
506	0.984800363	0.3034642906
507	0.9849364791	0.3027532397
508	0.9850272232	0.3020552953
509	0.984800363	0.3013045796
510	0.9851179673	0.3003737958
511	0.9851633394	0.2995894928
512	0.9853448276	0.2988481664
513	0.9854809437	0.2984779098
514	0.9856624319	0.2980051921
515	0.9857985481	0.2975478691
516	0.9858892922	0.2967729382
517	0.9859346642	0.2961673341
518	0.9860254083	0.2956454447
519	0.9859800363	0.2952223449
520	0.9862068966	0.2944657243
521	0.9860707804	0.2939822372
522	0.9860707804	0.2937009293
523	0.9862522686	0.2928204427
524	0.986615245	0.2920889039
525	0.9867059891	0.2912127706
526	0.9867059891	0.2905486708
527	0.9867513612	0.2899953161
528	0.9867059891	0.2895961042
529	0.9867967332	0.289025318
530	0.9869782214	0.2882258294
531	0.9870235935	0.2873464663
532	0.9870235935	0.2865570651
533	0.9870689655	0.2860867072
534	0.9871597096	0.2854643098
535	0.9873411978	0.2846999788
536	0.9872504537	0.2843160187
537	0.9874319419	0.283511521
538	0.987522686	0.2828359587
539	0.9876588022	0.2820241538
540	0.9878402904	0.2813196431
541	0.9877495463	0.2810656126
542	0.9877949183	0.2807913318
543	0.9878402904	0.2803516334
544	0.9881125227	0.27958621
545	0.9882486388	0.2790684947
546	0.9882032668	0.2786669137
547	0.9882940109	0.278344025
548	0.988430127	0.2779901933
549	0.9882940109	0.2774228498
550	0.988430127	0.2769568435
551	0.9885662432	0.2761126128
552	0.9886569873	0.2754438856
553	0.9886116152	0.2748481505
554	0.9887023593	0.2741804269
555	0.9887477314	0.2737219995
556	0.9887931034	0.2735102092
557	0.9888384755	0.2731152934
558	0.9889292196	0.2723253784
559	0.989246824	0.2715071868
560	0.9894736842	0.2709622807
561	0.9894736842	0.2705984082
562	0.9894736842	0.2699583406
563	0.9894283122	0.2693752677
564	0.9893375681	0.2688047471
565	0.9893375681	0.2684740141
566	0.9894736842	0.2678905019
567	0.9896098004	0.2675858282
568	0.9896551724	0.2670333205
569	0.9896098004	0.266583193
570	0.9896098004	0.2659853878
571	0.9898366606	0.2651551997
572	0.9897912886	0.2648244652
573	0.9898820327	0.2640593386
574	0.9898366606	0.2635732006
575	0.9898820327	0.2629481654
576	0.9898366606	0.2622007881
577	0.9898820327	0.2615151011
578	0.9900181488	0.2611632601
579	0.9900635209	0.2606282975
580	0.9900635209	0.2601579166
581	0.9902450091	0.259598258
582	0.9902450091	0.2593958824
583	0.990199637	0.2589459416
584	0.9902903811	0.2583759147
585	0.9904264973	0.2575813752
586	0.9904718693	0.2571100706
587	0.9903357532	0.2564085964
588	0.9903811252	0.2560683105
589	0.9903811252	0.2556650566
590	0.9902903811	0.2550900556
591	0.9902903811	0.2545604396
592	0.9904264973	0.2540511035
593	0.9903811252	0.2536780029
594	0.9906533575	0.2531743977
595	0.9907441016	0.2527062577
596	0.9907894737	0.2519999245
597	0.9906987296	0.2515679812
598	0.9907894737	0.2507444823
599	0.9911978221	0.2501085711
600	0.9912431942	0.2494321172
601	0.9913339383	0.2486883789
602	0.9915154265	0.2481835978
603	0.9915607985	0.2475632343
604	0.9915154265	0.2469344793
605	0.9916061706	0.2461478666
606	0.9916061706	0.2456473646
607	0.9916969147	0.2449055374
608	0.9917876588	0.2442587108
609	0.9917876588	0.2438292098
610	0.9918330309	0.2432469854
611	0.9918330309	0.2428573027
612	0.9918330309	0.2425148489
613	0.9918784029	0.2420099417
614	0.9918784029	0.2414879324
615	0.9918784029	0.2408490944
616	0.9920145191	0.2405368314
617	0.9920598911	0.2400910826
618	0.9921052632	0.2395490894
619	0.9921506352	0.2389461198
620	0.9921960073	0.2382912385
621	0.9922867514	0.2378309088
622	0.9922413793	0.2373420787
623	0.9922413793	0.2366816607
624	0.9922867514	0.2362827357
625	0.9923321234	0.2356328132
626	0.9923774955	0.2351889229
627	0.9923774955	0.2344945909
628	0.9923774955	0.2339940717
629	0.9924682396	0.2335965071
630	0.9924228675	0.233235867
631	0.9924228675	0.2328073555
632	0.9925136116	0.2320640492
633	0.9926497278	0.2313589567
634	0.9926043557	0.231147314
635	0.9926043557	0.2306063551
636	0.992831216	0.2299365779
637	0.992831216	0.2294714582
638	0.992831216	0.2290576727
639	0.992831216	0.2285432139
640	0.992831216	0.2280129193
641	0.9927858439	0.2274168961
642	0.9927858439	0.2271554888
643	0.992831216	0.2266751261
644	0.992831216	0.2263510505
645	0.992831216	0.2257987696
646	0.992831216	0.2254338661
647	0.992831216	0.2250372223
648	0.9929673321	0.2246078162
649	0.9930580762	0.2242729431
650	0.9930127042	0.223732492
651	0.9930580762	0.2231623362
652	0.9931034483	0.2225913254
653	0.9931034483	0.2220697318
654	0.9931034483	0.2216184013
655	0.9931488203	0.2209742029
656	0.9931941924	0.2202977927
657	0.9932395644	0.2197732721
658	0.9931941924	0.2193010404
659	0.9931941924	0.2189077836
660	0.9931488203	0.2185437226
661	0.9931488203	0.218275567
662	0.9931941924	0.217913055
663	0.9932395644	0.2174319552
664	0.9932395644	0.2167624062
665	0.9932849365	0.2163190353
666	0.9932849365	0.215936849
667	0.9933756806	0.2154612187
668	0.9933303085	0.2148803644
669	0.9934664247	0.2143230807
670	0.9934664247	0.2138597441
671	0.9934664247	0.2131494894
672	0.9934210526	0.2125697297
673	0.9934664247	0.2120860125
674	0.9934664247	0.211645589
675	0.9934210526	0.2112212082
676	0.9934210526	0.2105823462
677	0.9935117967	0.2101978381
678	0.9935571688	0.2100125029
679	0.9935571688	0.2095573092
680	0.9935117967	0.2091221961
681	0.9935117967	0.2085516676
682	0.9935571688	0.208070468
683	0.9935571688	0.2075492894
684	0.9935571688	0.2071673847
685	0.9935571688	0.206952325
686	0.9935571688	0.2065245984
687	0.9935571688	0.2063207977
688	0.9935571688	0.2058270961
689	0.9935117967	0.2052166178
690	0.9935571688	0.2047311225
691	0.9936025408	0.2042650343
692	0.9936025408	0.2037854984
693	0.9936479129	0.2032581802
694	0.9936932849	0.2028423881
695	0.9936932849	0.2023371763
696	0.993738657	0.2019317546
697	0.993784029	0.2017078783
698	0.9938294011	0.2014514953
699	0.9938294011	0.2011230563
700	0.9938294011	0.2007924236
701	0.9938747731	0.2003775165
702	0.9938294011	0.2000010568
703	0.9938747731	0.1997141109
704	0.9938747731	0.1992317779
705	0.9938747731	0.1986385198
706	0.9938747731	0.198303883
707	0.9939655172	0.1977855446
708	0.9939655172	0.1975137722
709	0.9939655172	0.1969991316
710	0.9940108893	0.1966332862
711	0.9940108893	0.1962585462
712	0.9940108893	0.1957191776
713	0.9940108893	0.1953077541
714	0.9940562613	0.195065127
715	0.9940562613	0.1946591352
716	0.9941016334	0.1942794979
717	0.9941470054	0.194014792
718	0.9941470054	0.1936164028
719	0.9941470054	0.19339155
720	0.9941923775	0.1931425352
721	0.9942831216	0.1926667536
722	0.9942377495	0.1922352877
723	0.9942377495	0.1918266884
724	0.9943284936	0.1913721894
725	0.9942831216	0.1910905273
726	0.9943284936	0.1909208903
727	0.9942831216	0.1906058811
728	0.9943738657	0.1900010258
729	0.9943738657	0.1895855642
730	0.9943284936	0.1890609023
731	0.9943738657	0.1887001464
732	0.9943284936	0.1883598818
733	0.9943738657	0.1881349395
734	0.9944192377	0.1877715235
735	0.9943738657	0.1873138437
736	0.9944646098	0.186994478
737	0.9944646098	0.1865840974
738	0.9944192377	0.1860647441
739	0.9944192377	0.1857908476
740	0.9944646098	0.1854112202
741	0.9944646098	0.185162909
742	0.9945099819	0.1847958345
743	0.9945099819	0.1845447151
744	0.9945099819	0.1840420145
745	0.9945099819	0.18364457
746	0.9944646098	0.1833101837
747	0.9944646098	0.1828535599
748	0.9944646098	0.1824479873
749	0.9944646098	0.1820655291
750	0.9944646098	0.1817774754
751	0.9945099819	0.1814226182
752	0.9945553539	0.1812064713
753	0.9945099819	0.1807941269
754	0.9945553539	0.1804664781
755	0.9945099819	0.1802355035
756	0.9945099819	0.1800677609
757	0.9945553539	0.1796900772
758	0.994600726	0.1793397732
759	0.9945099819	0.1791177061
760	0.9944646098	0.1788555925
761	0.9945099819	0.1785976764
762	0.9945099819	0.1783131013
763	0.9945553539	0.1779729063
764	0.9945553539	0.177704944
765	0.9945553539	0.1774205449
766	0.9945099819	0.1769243655
767	0.9945553539	0.1765700198
768	0.9945553539	0.1760249228
769	0.9945553539	0.1758388007
770	0.9945099819	0.1754401912
771	0.9945099819	0.1751402256
772	0.9945553539	0.174841819
773	0.9945553539	0.1745971229
774	0.9945553539	0.1743410853
775	0.9945553539	0.173916
776	0.9945553539	0.1736394691
777	0.9945553539	0.173484625
778	0.9945553539	0.1731669783
779	0.9945553539	0.1729782144
780	0.9945553539	0.1726499809
781	0.9945553539	0.1724334013
782	0.9945553539	0.1722196157
783	0.994600726	0.1719308631
784	0.994600726	0.171691683
785	0.994600726	0.1715799638
786	0.9945553539	0.17125795
787	0.9945553539	0.1710546172
788	0.9945099819	0.170635267
789	0.9945553539	0.1704259692
790	0.994600726	0.1699422116
791	0.994600726	0.1696477288
792	0.994600726	0.1693287512
793	0.9945553539	0.168827366
794	0.9945553539	0.1685537856
795	0.9945553539	0.1681555981
796	0.9945553539	0.1677443214
797	0.9945553539	0.1673888907
798	0.9945553539	0.167172673
799	0.994600726	0.166829625
800	0.994646098	0.1664744169
801	0.994646098	0.1663321446
802	0.9945553539	0.165981225
803	0.9945553539	0.1656538944
804	0.9945553539	0.1654738014
805	0.9945553539	0.1652229535
806	0.9945553539	0.1649062107
807	0.994600726	0.1645941004
808	0.994600726	0.1641390428
809	0.994600726	0.1639448153
810	0.994600726	0.1637275328
811	0.994600726	0.1633991936
812	0.994600726	0.163155103
813	0.994646098	0.1629627963
814	0.994646098	0.1627216935
815	0.994646098	0.1622771413
816	0.994646098	0.161814099
817	0.994646098	0.1615534535
818	0.994646098	0.1612526279
819	0.994646098	0.1611086607
820	0.994646098	0.1607525831
821	0.9946914701	0.160498113
822	0.9946914701	0.1603548093
823	0.9946914701	0.1599522001
824	0.9946914701	0.1595553305
825	0.9946914701	0.1592998141
826	0.9946914701	0.1590638942
827	0.9946914701	0.1588205274
828	0.9946914701	0.1586572101
829	0.9946914701	0.1583070252
830	0.9946914701	0.1578794484
831	0.994646098	0.1576931254
832	0.994646098	0.1574990342
833	0.994646098	0.1572155737
834	0.994646098	0.1568370656
835	0.994646098	0.1567576263
836	0.994646098	0.1565098562
837	0.994646098	0.1563271068
838	0.994646098	0.155937384
839	0.9946914701	0.1554049184
840	0.9946914701	0.155213244
841	0.9946914701	0.1549905048
842	0.9946914701	0.1547609442
843	0.9946914701	0.1544949002
844	0.9946914701	0.1540999795
845	0.9946914701	0.1537716453
846	0.9946914701	0.1535514983
847	0.9946914701	0.1532232514
848	0.9946914701	0.1530030182
849	0.9946914701	0.1528377454
850	0.9946914701	0.1526136494
851	0.9946914701	0.1521588559
852	0.9946914701	0.1520903393
853	0.9946914701	0.1518357918
854	0.9946914701	0.1516445441
855	0.9946914701	0.1513434369
856	0.9946914701	0.1509940975
857	0.9946914701	0.150696132
858	0.9946914701	0.1504550194
859	0.9946914701	0.1502646217
860	0.9946914701	0.149979943
861	0.9946914701	0.1496974894
862	0.9946914701	0.1495725932
863	0.9946914701	0.1493342627
864	0.9946914701	0.1491263536
865	0.9946914701	0.1488310958
866	0.9946914701	0.1485176789
867	0.9946914701	0.1480905568
868	0.9946914701	0.1478997755
869	0.9946914701	0.147743713
870	0.9946914701	0.1475528229
871	0.9946914701	0.1474640548
872	0.9946914701	0.1473475953
873	0.9946914701	0.1470978505
874	0.9946914701	0.146851687
875	0.9946914701	0.1465874975
876	0.9946914701	0.1464538546
877	0.9946914701	0.1462036574
878	0.9946914701	0.1459325867
879	0.9946914701	0.1457796956
880	0.9946914701	0.1455956621
881	0.9946914701	0.1453632304
882	0.9946914701	0.145219087
883	0.9946914701	0.1450626054
884	0.9946914701	0.14483146
885	0.9946914701	0.144569278
886	0.9946914701	0.1441424508
887	0.9946914701	0.143980493
