iter	Passed	Remaining
1290	89615	743372
1291	89684	743302
1292	89750	743203
1293	89817	743109
1294	89886	743036
1295	89954	742961
1296	90029	742932
1297	90095	742833
1298	90172	742831
1299	90402	744085
1300	90617	745211
1301	90716	745379
1302	90827	745648
1303	90919	745759
1304	90994	745739
1305	91067	745695
1306	91143	745678
1307	91231	745752
1308	91307	745739
1309	91382	745710
1310	91480	745866
1311	91550	745802
1312	91622	745748
1313	91694	745699
1314	91766	745650
1315	91839	745602
1316	91918	745609
1317	92010	745716
1318	92110	745893
1319	92219	746139
1320	92321	746327
1321	92413	746438
1322	92482	746363
1323	92551	746286
1324	92619	746197
1325	92686	746103
1326	92752	746007
1327	92821	745925
1328	92888	745831
1329	92953	745725
1330	93020	745634
1331	93092	745576
1332	93159	745486
1333	93230	745422
1334	93300	745359
1335	93369	745279
1336	93491	745624
1337	93562	745559
1338	93637	745536
1339	93769	745956
1340	93854	746005
1341	93960	746221
1342	94029	746142
1343	94098	746070
1344	94167	745988
1345	94236	745913
1346	94305	745834
1347	94373	745749
1348	94440	745653
1349	94508	745569
1350	94576	745483
1351	94643	745388
1352	94707	745272
1353	94771	745156
1354	94835	745038
1355	94903	744948
1356	94983	744959
1357	95052	744882
1358	95122	744812
1359	95203	744825
1360	95275	744776
1361	95342	744682
1362	95411	744598
1363	95479	744516
1364	95546	744426
1365	95612	744321
1366	95682	744248
1367	95747	744141
1368	95827	744147
1369	95892	744044
1370	95971	744040
1371	96033	743912
1372	96108	743874
1373	96195	743936
1374	96259	743824
1375	96327	743741
1376	96392	743628
1377	96457	743519
1378	96522	743410
1379	96586	743294
1380	96650	743176
1381	96717	743086
1382	96798	743103
1383	96877	743098
1384	96945	743014
1385	97016	742949
1386	97081	742843
1387	97146	742734
1388	97215	742660
1389	97281	742555
1390	97344	742438
1391	97413	742356
1392	97477	742243
1393	97540	742119
1394	97607	742025
1395	97675	741941
1396	97739	741828
1397	97805	741729
1398	97872	741632
1399	97938	741532
1400	98002	741415
1401	98067	741310
1402	98131	741195
1403	98198	741103
1404	98266	741022
1405	98333	740925
1406	98404	740865
1407	98480	740843
1408	98549	740768
1409	98616	740673
1410	98684	740587
1411	98749	740482
1412	98815	740378
1413	98879	740268
1414	98941	740140
1415	99004	740015
1416	99075	739952
1417	99141	739855
1418	99208	739760
1419	99274	739667
1420	99343	739584
1421	99413	739519
1422	99481	739435
1423	99545	739319
1424	99609	739207
1425	99674	739101
1426	99739	738991
1427	99807	738912
1428	99876	738837
1429	99945	738754
1430	100010	738650
1431	100074	738535
1432	100136	738410
1433	100199	738288
1434	100261	738163
1435	100325	738046
1436	100386	737914
1437	100450	737803
1438	100515	737698
1439	100581	737598
1440	100648	737506
1441	100718	737437
1442	100786	737355
1443	100867	737368
1444	100931	737252
1445	100998	737163
1446	101062	737050
1447	101127	736946
1448	101209	736965
1449	101280	736903
1450	101351	736842
1451	101416	736735
1452	101512	736859
1453	101594	736876
1454	101661	736785
1455	101730	736706
1456	101794	736591
1457	101858	736485
1458	101923	736378
1459	101986	736261
1460	102050	736150
1461	102118	736063
1462	102184	735964
1463	102247	735849
1464	102312	735744
1465	102378	735641
1466	102441	735524
1467	102504	735410
1468	102569	735304
1469	102634	735197
1470	102701	735105
1471	102768	735020
1472	102838	734949
1473	102905	734858
1474	102971	734759
1475	103038	734674
1476	103103	734571
1477	103168	734462
1478	103234	734365
1479	103299	734261
1480	103367	734182
1481	103432	734077
1482	103494	733953
1483	103569	733918
1484	103639	733849
1485	103702	733735
1486	103767	733629
1487	103830	733510
1488	103893	733395
1489	103960	733305
1490	104024	733194
1491	104088	733083
1492	104156	733003
1493	104221	732900
1494	104285	732787
1495	104357	732732
1496	104421	732625
1497	104487	732531
1498	104560	732483
1499	104626	732387
1500	104691	732285
1501	104757	732184
1502	104819	732060
1503	104886	731976
1504	104962	731946
1505	105037	731913
1506	105125	731969
1507	105219	732070
1508	105284	731966
1509	105350	731870
1510	105412	731751
1511	105475	731633
1512	105544	731559
1513	105607	731440
1514	105673	731342
1515	105745	731289
1516	105811	731193
1517	105875	731082
1518	105941	730991
1519	106006	730884
1520	106081	730850
1521	106149	730773
1522	106215	730678
1523	106278	730561
1524	106346	730475
1525	106408	730354
1526	106472	730248
1527	106537	730142
1528	106602	730041
1529	106672	729977
1530	106747	729942
1531	106834	729987
1532	106899	729888
1533	106964	729784
1534	107030	729693
1535	107096	729597
1536	107171	729559
1537	107237	729465
1538	107304	729378
1539	107369	729278
1540	107435	729181
1541	107498	729069
1542	107561	728950
1543	107626	728847
1544	107694	728768
1545	107759	728668
1546	107825	728569
1547	107889	728466
1548	107968	728458
1549	108035	728367
1550	108099	728259
1551	108163	728153
1552	108230	728063
1553	108295	727965
1554	108362	727877
1555	108424	727755
1556	108490	727658
1557	108555	727557
1558	108618	727447
1559	108684	727353
1560	108750	727252
1561	108812	727134
1562	108874	727013
1563	108938	726908
1564	109000	726788
1565	109063	726669
1566	109129	726576
1567	109196	726494
1568	109261	726390
1569	109325	726281
1570	109388	726172
1571	109461	726120
1572	109528	726034
1573	109596	725956
1574	109661	725855
1575	109727	725758
1576	109790	725644
1577	109864	725603
1578	109928	725497
1579	109989	725375
1580	110067	725359
1581	110133	725267
1582	110211	725249
1583	110274	725141
1584	110344	725069
1585	110411	724984
1586	110489	724973
1587	110557	724888
1588	110633	724864
1589	110697	724755
1590	110762	724655
1591	110825	724544
1592	110893	724460
1593	110973	724463
1594	111050	724438
1595	111121	724377
1596	111207	724414
1597	111279	724364
1598	111356	724340
1599	111426	724272
1600	111499	724221
1601	111566	724135
1602	111636	724071
1603	111707	724007
1604	111783	723978
1605	111848	723880
1606	111917	723806
1607	111984	723722
1608	112054	723651
1609	112122	723570
1610	112194	723519
1611	112264	723451
1612	112337	723400
1613	112409	723345
1614	112482	723299
1615	112556	723258
1616	112623	723175
1617	112689	723079
1618	112758	723006
1619	112829	722943
1620	112895	722852
1621	112963	722773
1622	113035	722716
1623	113105	722649
1624	113174	722572
1625	113240	722481
1626	113312	722429
1627	113383	722368
1628	113453	722298
1629	113523	722231
1630	113593	722165
1631	113662	722091
1632	113729	722003
1633	113797	721926
1634	113875	721905
1635	113948	721859
1636	114020	721802
1637	114090	721740
1638	114161	721677
1639	114243	721684
1640	114324	721685
