iter	RMSE
151	656.5255045
152	656.155728
153	655.7834881
154	655.4041234
155	654.9882805
156	654.6323532
157	654.2571607
158	653.8232979
159	653.477173
160	653.1206775
161	652.742561
162	652.3298672
163	651.971205
164	651.6071191
165	651.2072073
166	650.8055188
167	650.429669
168	650.1194533
169	649.7477787
170	649.3954882
171	649.0754762
172	648.6877352
173	648.3196973
174	647.9924652
175	647.673741
176	647.3006716
177	646.9324442
178	646.5877843
179	646.2483192
180	645.9113645
181	645.5943221
182	645.2716529
183	644.9222356
184	644.6161049
185	644.3426827
186	644.0229801
187	643.6925352
188	643.3624646
189	643.0098799
190	642.6826592
191	642.3534626
192	642.0075818
193	641.6794112
194	641.3401871
195	641.0326489
196	640.716622
197	640.4141906
198	640.1316879
199	639.8254258
200	639.5557873
201	639.2400138
202	638.9278222
203	638.6201159
204	638.3731421
205	638.0941298
206	637.8033288
207	637.5513456
208	637.2717292
209	636.9827777
210	636.6478977
211	636.3480084
212	636.0893951
213	635.8296921
214	635.5563315
215	635.2830228
216	635.0073072
217	634.7018191
218	634.4329348
219	634.1981381
220	633.9679629
221	633.6883246
222	633.4365941
223	633.2111215
224	632.9059771
225	632.6318036
226	632.3581609
227	632.0948835
228	631.7421937
229	631.5309537
230	631.249859
231	630.9612627
232	630.7154128
233	630.4663223
234	630.1766071
235	629.8875625
236	629.6008978
237	629.2927873
238	629.0412938
239	628.7755556
240	628.4933449
241	628.2659718
242	628.0521965
243	627.7648537
244	627.5276215
245	627.2813743
246	627.040871
247	626.8082523
248	626.5229074
249	626.3159785
250	626.0717015
251	625.8025704
252	625.5308898
253	625.329838
254	625.0865624
255	624.8234523
256	624.5665472
257	624.3633851
258	624.129073
259	623.9153962
260	623.6686807
261	623.4477011
262	623.1954545
263	622.9225392
264	622.6597878
265	622.4515777
266	622.216914
267	621.9855671
268	621.7406923
269	621.4596095
270	621.298188
271	621.0571477
272	620.8305859
273	620.5997148
274	620.4096498
275	620.1914946
276	619.9641611
277	619.7505084
278	619.5748482
279	619.3714415
280	619.1702673
281	618.9630958
282	618.719977
283	618.4722963
284	618.3067737
285	618.1194665
286	617.8587648
287	617.6801353
288	617.4545293
289	617.1930207
290	617.0112827
291	616.8184039
292	616.6453634
293	616.4297022
294	616.2087775
295	615.9888855
296	615.7456295
297	615.5551718
298	615.3547477
299	615.134022
300	614.91298
301	614.6859005
302	614.4633091
303	614.249349
304	614.0164183
305	613.7790758
306	613.6121346
307	613.4351544
308	613.2348092
309	613.0230286
310	612.8118137
311	612.613472
312	612.3609877
313	612.0776817
314	611.8884049
315	611.6533651
316	611.4591642
317	611.2873439
318	611.0564769
319	610.8424624
320	610.6363544
321	610.4762399
322	610.2917143
323	610.0952301
324	609.9113678
325	609.7146068
326	609.5303885
327	609.3753313
328	609.2116398
329	609.0179673
330	608.841826
331	608.6426407
332	608.4691054
333	608.225516
334	608.0215721
335	607.8455197
336	607.5986421
337	607.4206615
338	607.2110132
339	606.9511711
340	606.7416184
341	606.5240372
342	606.3523985
343	606.2212965
344	606.0683068
345	605.8550419
346	605.6666516
347	605.5232471
348	605.3343735
349	605.1587451
350	604.9745702
351	604.7892853
352	604.6414694
353	604.4771172
354	604.2788238
355	604.1033984
356	603.9393509
357	603.7383114
358	603.4802167
359	603.3277303
360	603.146823
361	602.9554908
362	602.8327653
363	602.6431655
364	602.4661111
365	602.2043248
366	602.0539205
367	601.8470538
368	601.6558636
369	601.4669446
370	601.3283228
371	601.1295575
372	600.924426
373	600.7566372
374	600.564317
375	600.3496466
376	600.2275746
377	600.0892602
378	599.9250006
379	599.7694115
380	599.5679252
381	599.4301806
382	599.2585922
383	599.0886358
384	598.9215452
385	598.7733084
386	598.6416473
387	598.4723993
388	598.322683
389	598.1541461
390	597.9878485
391	597.8349191
392	597.6367564
393	597.4737028
394	597.3222176
395	597.2011667
396	597.0163138
397	596.8572144
398	596.6955778
399	596.5393978
400	596.364875
401	596.2197793
402	596.0367403
403	595.8761446
404	595.6796783
405	595.5192152
406	595.3920204
407	595.2610133
408	595.0686638
409	594.9285563
410	594.7914045
411	594.6341247
412	594.4512796
413	594.2888094
414	594.1742398
415	594.0375936
416	593.8706655
417	593.7306116
418	593.5528127
419	593.4175006
420	593.2734147
421	593.1279488
422	592.9681879
423	592.8061256
424	592.6184499
425	592.4920331
426	592.3264489
427	592.0917602
428	591.9330531
429	591.7242084
430	591.5808857
431	591.4323326
432	591.2815406
433	591.1084049
434	590.9821782
435	590.8740066
436	590.7367994
437	590.6045159
438	590.4578566
439	590.2863465
440	590.1747961
441	590.0264232
442	589.8765671
443	589.7110853
444	589.5594916
445	589.4042758
446	589.2793741
447	589.1225147
448	588.992376
449	588.8550106
450	588.6810431
451	588.5011714
452	588.3569788
453	588.1938766
454	588.0607841
455	587.9047484
456	587.7875286
457	587.6876815
458	587.5593726
459	587.4253935
460	587.3064337
461	587.1692262
462	586.9834842
463	586.8224209
464	586.6910749
465	586.525878
466	586.4232189
467	586.2991922
468	586.1135223
469	585.9788636
470	585.8522371
471	585.7356047
472	585.6181888
473	585.4614951
474	585.3021029
475	585.1830725
476	585.0593178
477	584.9105857
478	584.8148729
479	584.6965329
480	584.5087734
481	584.3261974
482	584.2297068
483	584.1067387
484	583.9482856
485	583.759454
486	583.607379
487	583.4875484
488	583.3291442
489	583.1827325
490	583.0883587
491	582.899001
492	582.7856388
493	582.6007159
494	582.4775191
495	582.309414
496	582.148503
497	581.9873547
498	581.8387557
499	581.7168293
500	581.5349887
501	581.3797068
502	581.2599628
503	581.1447424
504	581.0067322
505	580.8539877
506	580.7228974
507	580.5826423
508	580.4957717
509	580.2854929
510	580.120179
511	579.9891158
512	579.8526968
513	579.708567
514	579.5626683
515	579.4674124
516	579.3056288
517	579.1914122
518	579.0335106
519	578.8688594
520	578.7433358
521	578.6374457
522	578.4955423
523	578.3821688
524	578.2258427
525	578.111559
526	577.9792774
527	577.9100541
528	577.8231879
529	577.7246153
530	577.6086475
531	577.4725771
532	577.3858998
533	577.2662351
534	577.1418126
535	576.9721782
536	576.8743181
537	576.7546537
538	576.5678859
539	576.4117458
540	576.248408
541	576.1332488
542	575.9728314
543	575.8735309
544	575.7582932
545	575.6072395
546	575.4377629
547	575.3204216
548	575.1924599
549	575.0804938
550	574.9243276
551	574.797449
552	574.6951307
553	574.5106321
554	574.3997931
555	574.242107
556	574.1325845
557	573.9761506
558	573.773663
559	573.663356
560	573.477928
561	573.3228721
562	573.2240123
563	573.1016723
564	572.9534057
565	572.8353388
566	572.7130528
567	572.569238
568	572.4657709
569	572.2903891
570	572.1419961
571	571.9760416
572	571.8852361
573	571.7536001
574	571.6009181
575	571.4366621
576	571.3497181
577	571.240404
578	571.104631
579	570.9458336
580	570.8344171
581	570.7114562
582	570.5947149
583	570.4832907
584	570.3526932
585	570.2559512
586	570.1443178
587	570.0653138
588	569.9434678
589	569.8483208
590	569.6961682
591	569.5588615
592	569.4194736
593	569.2928754
594	569.1955832
595	569.0877077
596	569.0078583
597	568.8546533
598	568.7438173
599	568.6413756
600	568.5426219
601	568.4044999
602	568.3030065
603	568.1189036
604	568.0157936
605	567.8750757
606	567.7281111
607	567.6151329
608	567.5253521
609	567.3950491
610	567.2749886
611	567.1397167
612	567.067697
613	566.9637943
614	566.8528707
615	566.7491721
616	566.6675016
617	566.5698663
618	566.4898301
619	566.3870547
620	566.2497593
621	566.155061
622	566.0650156
623	565.9537344
624	565.8677662
625	565.7454528
626	565.6684961
627	565.5141188
628	565.4240071
629	565.2648689
630	565.0984582
631	565.0025923
632	564.9018991
633	564.8021648
634	564.6456907
635	564.5542622
636	564.4901058
637	564.3733931
638	564.2398267
639	564.1206563
640	564.0009473
641	563.8720093
642	563.7291335
643	563.6384639
644	563.5626639
645	563.4597274
646	563.3831638
647	563.230917
648	563.1380446
649	562.9737721
650	562.883425
651	562.7580604
652	562.6574016
653	562.5376204
654	562.4422592
655	562.3309789
656	562.2155773
657	562.1001031
658	562.0044626
659	561.9322489
660	561.8475581
661	561.7250801
662	561.6331064
663	561.5681812
664	561.4211803
665	561.322403
666	561.2179983
667	561.1291965
668	560.9551072
669	560.8520938
670	560.7479189
671	560.6490945
672	560.5200961
673	560.3251143
674	560.1917667
675	560.0442055
676	559.9263575
677	559.8532327
678	559.7653207
679	559.6965112
680	559.5562429
681	559.4238672
682	559.3218836
683	559.2171206
684	559.1375149
685	559.0105163
686	558.9242092
687	558.8073293
688	558.6668759
689	558.5556828
690	558.4703827
691	558.3545863
692	558.2439143
693	558.1155335
694	557.9520409
695	557.8749809
696	557.7978242
697	557.7005247
698	557.5713751
699	557.4618953
700	557.2788817
701	557.182567
702	557.070841
703	556.9210674
704	556.7811441
705	556.6950225
706	556.5995766
707	556.4090243
708	556.3141476
709	556.2389227
710	556.1522414
711	556.0235575
712	555.9122723
713	555.7552765
714	555.5984198
715	555.4713777
716	555.3505581
717	555.2593674
718	555.1376532
719	555.0529991
720	554.920092
721	554.8371928
722	554.7500191
723	554.659064
724	554.4785426
725	554.3859943
726	554.312708
727	554.2057662
728	554.1394095
729	554.0501322
730	553.9110036
731	553.8048601
732	553.6825372
733	553.5654763
734	553.4421448
735	553.3306927
736	553.2411905
737	553.1182102
738	553.0182297
739	552.947724
740	552.8422579
741	552.7170976
742	552.5901622
743	552.4836293
744	552.3798127
745	552.2720662
746	552.132772
747	552.0130717
748	551.8498465
749	551.7618432
750	551.6542474
751	551.4973571
752	551.4015762
753	551.2697129
754	551.1592509
755	551.0837485
756	550.9970186
757	550.9132003
758	550.8140548
759	550.7230143
760	550.6283516
761	550.5597989
762	550.4883047
763	550.4052042
764	550.3266642
765	550.2163788
766	550.1401353
767	550.0304983
768	549.8989822
769	549.8335911
770	549.7598053
771	549.6547461
772	549.5641292
773	549.5144305
774	549.3971589
775	549.3166263
776	549.2397511
777	549.1456665
778	549.0076453
779	548.9490465
780	548.8143216
781	548.7207971
782	548.6223171
783	548.5100218
784	548.4289583
785	548.3223094
786	548.1967553
787	548.131319
788	548.0064617
789	547.8807528
790	547.7895878
791	547.6977247
792	547.5792398
793	547.4780922
794	547.3558458
795	547.2853656
796	547.2000419
797	547.1087024
798	547.0337043
799	546.9007461
800	546.7924174
801	546.6552741
802	546.5395924
803	546.4483164
804	546.3615197
805	546.2869772
806	546.181679
807	546.08795
808	545.957875
809	545.9256772
810	545.805944
811	545.7277714
812	545.5817833
813	545.4870194
814	545.3862849
815	545.2808629
816	545.1443865
817	545.0554623
818	544.9567504
819	544.8752819
820	544.7807561
821	544.7036306
822	544.6020733
823	544.4721482
824	544.3743753
825	544.3101996
826	544.2212662
827	544.1505664
828	544.0247265
829	543.9389089
830	543.8416743
831	543.6687014
832	543.5930089
833	543.5209094
834	543.4580487
835	543.3994786
836	543.3144626
837	543.2005656
838	543.1133702
839	543.0425168
840	542.9728624
841	542.9246272
842	542.8029523
843	542.7098041
844	542.6099454
845	542.5072711
846	542.362704
847	542.2644294
848	542.1888401
849	542.0492429
850	541.9656712
851	541.8711004
852	541.8026688
853	541.7180745
854	541.606029
855	541.5111952
856	541.4188727
857	541.3202541
858	541.2126413
859	541.1545821
860	541.0729328
861	540.985404
862	540.9269787
863	540.8025567
864	540.6894996
865	540.5648787
866	540.5037653
867	540.3820817
868	540.2922751
869	540.2251389
870	540.1449153
871	540.0647873
872	539.9898405
873	539.8574898
874	539.75606
875	539.6737185
876	539.57184
877	539.4512388
878	539.4020376
879	539.3189261
880	539.2370201
881	539.1270267
882	539.0556831
883	538.9707032
884	538.8442758
885	538.7709416
886	538.646608
887	538.5612209
888	538.4538214
889	538.3663915
890	538.2665642
891	538.1992521
892	538.118162
893	538.0302462
894	537.8710407
895	537.7604443
896	537.6962684
897	537.6034909
898	537.5192761
899	537.4402907
900	537.3434345
901	537.2523768
902	537.1889678
903	537.1184677
904	537.0211931
905	536.9202212
906	536.8123326
907	536.7472437
908	536.6439263
909	536.5542423
910	536.4599245
911	536.3325966
912	536.2046935
913	536.1535308
914	536.093793
915	536.0195667
916	535.9501261
917	535.8704729
918	535.7697583
919	535.6450995
920	535.5624096
921	535.448821
922	535.3699996
923	535.2689153
924	535.1438762
925	535.053267
926	534.9409391
927	534.8731246
928	534.7435646
929	534.6329834
930	534.5638157
931	534.4599498
932	534.3671331
933	534.3084615
934	534.2012184
935	534.1022394
936	533.9935631
937	533.9058515
938	533.8403931
939	533.7098162
940	533.6126868
941	533.51689
942	533.4543947
943	533.3393103
944	533.287372
945	533.1796027
946	533.1311972
947	533.0607654
948	533.0022015
949	532.9016251
950	532.809982
951	532.7165397
952	532.6315513
953	532.531423
954	532.4349808
955	532.3483233
956	532.2361396
957	532.1447414
958	532.0796924
959	531.9889889
960	531.9275372
961	531.7987394
962	531.7111809
963	531.6620082
964	531.6203379
965	531.5253127
966	531.4313934
967	531.3428947
968	531.2863393
969	531.2277848
970	531.1421857
971	531.0512278
972	530.95318
973	530.8427782
974	530.7233094
975	530.6520352
976	530.5796604
977	530.5012132
978	530.4075158
979	530.3001613
980	530.1688837
981	530.077797
982	529.9826502
983	529.9255293
984	529.7832216
985	529.7176457
986	529.6162298
987	529.5350895
988	529.4495956
989	529.3539095
990	529.219838
991	529.1416885
992	529.0290472
993	528.9124269
994	528.8370568
995	528.7263634
996	528.6563874
997	528.5341013
998	528.4090348
999	528.336716
1000	528.2750059
1001	528.1759681
1002	528.1128984
1003	528.0259445
1004	527.9600951
1005	527.8651037
1006	527.756425
1007	527.6828631
1008	527.5618193
1009	527.4331752
1010	527.3559114
1011	527.2546095
1012	527.1296845
1013	527.0334286
1014	526.9543528
1015	526.894512
1016	526.838774
1017	526.7765992
1018	526.6720994
1019	526.5988366
1020	526.5085602
1021	526.4014795
1022	526.2925521
1023	526.1962312
1024	526.1007405
1025	526.0169103
1026	525.89419
1027	525.8268234
1028	525.7598647
1029	525.6764156
1030	525.5751585
1031	525.4703992
1032	525.3686003
1033	525.2886329
1034	525.2194989
1035	525.1410347
1036	525.0698628
1037	524.9677498
1038	524.8406358
1039	524.7468485
1040	524.6793793
1041	524.5906167
1042	524.4922297
1043	524.4053206
1044	524.2781303
1045	524.168597
1046	524.0885947
1047	524.029994
1048	523.9494154
1049	523.8689813
1050	523.767892
1051	523.6756831
1052	523.5429008
1053	523.4090157
1054	523.3342464
1055	523.2580646
1056	523.1934977
1057	523.1277812
1058	523.0659086
1059	522.9638697
1060	522.8493568
1061	522.742527
1062	522.6666854
1063	522.6084233
1064	522.5327444
1065	522.4383384
1066	522.3591507
1067	522.3084794
1068	522.2077078
1069	522.1046829
1070	522.01946
1071	521.958326
1072	521.8711047
1073	521.7553579
1074	521.6727806
1075	521.5836663
1076	521.4742504
1077	521.3900783
1078	521.3087211
1079	521.220609
1080	521.1295003
1081	521.0272425
1082	520.9106761
1083	520.7824009
1084	520.7357103
1085	520.6821471
1086	520.5781466
1087	520.5061734
1088	520.4258622
1089	520.34418
1090	520.274878
1091	520.1763965
1092	520.1025007
1093	520.0127654
1094	519.9274096
1095	519.8444163
1096	519.756739
1097	519.6646129
1098	519.601303
1099	519.528766
1100	519.4402779
1101	519.3669475
1102	519.305887
1103	519.1954514
1104	519.0921426
1105	519.0029662
1106	518.921191
1107	518.791148
1108	518.7038608
1109	518.6209201
1110	518.5553918
1111	518.4604287
1112	518.3514456
1113	518.2770239
1114	518.1574656
1115	518.0496296
1116	517.9505919
1117	517.8976221
1118	517.8258901
1119	517.7487155
1120	517.6598047
1121	517.5222647
1122	517.4552518
1123	517.3708948
1124	517.2791004
1125	517.138446
1126	517.0321
1127	516.9242597
1128	516.8324801
1129	516.7356584
1130	516.5892995
1131	516.5297897
1132	516.453917
1133	516.3505615
1134	516.2613861
1135	516.1649945
1136	516.047615
1137	515.9537915
1138	515.8775044
1139	515.8085768
1140	515.7535815
1141	515.6621439
1142	515.5677936
1143	515.4711342
1144	515.3265797
1145	515.2772025
1146	515.1526163
1147	515.0279245
1148	514.8697667
1149	514.8005339
1150	514.6391796
1151	514.5554772
1152	514.4424289
1153	514.3412542
1154	514.2552764
1155	514.1857604
1156	514.0854672
1157	513.9997779
1158	513.9150063
1159	513.7971643
1160	513.7085333
1161	513.6285954
1162	513.5507719
1163	513.4269764
1164	513.370821
1165	513.2679111
1166	513.1420779
1167	513.0221004
1168	512.9409251
1169	512.870884
1170	512.8052119
1171	512.7510416
1172	512.7129342
1173	512.5963055
1174	512.4985623
1175	512.4227615
1176	512.33755
1177	512.2179277
1178	512.1141889
1179	512.0291982
1180	511.9262371
1181	511.8103423
1182	511.7448882
1183	511.6210342
1184	511.563109
1185	511.4687063
1186	511.3900095
1187	511.2737397
1188	511.1689191
1189	511.0999585
1190	511.0248305
1191	510.9600501
1192	510.8769235
1193	510.8102133
1194	510.6842972
1195	510.5978312
1196	510.4830009
1197	510.4031375
1198	510.2837763
1199	510.2081943
1200	510.0992263
1201	509.990588
1202	509.8988558
1203	509.7789154
1204	509.6886715
1205	509.6014108
1206	509.5121599
1207	509.4035703
1208	509.2938931
1209	509.2297241
1210	509.1541929
1211	509.1039919
1212	509.0305661
1213	508.9466169
1214	508.8818328
1215	508.7744634
1216	508.6125403
1217	508.4959601
1218	508.3999143
1219	508.3080628
1220	508.1992128
1221	508.0913621
1222	508.0098706
1223	507.9387059
1224	507.8588501
1225	507.7676085
1226	507.6892141
1227	507.6108069
1228	507.5345153
1229	507.4424905
1230	507.361753
1231	507.2611948
1232	507.200874
1233	507.1400947
1234	507.0277651
1235	506.8610338
1236	506.7725381
1237	506.7040518
1238	506.5963298
1239	506.5062787
1240	506.4253535
1241	506.3218222
1242	506.2129939
1243	506.1446768
1244	506.0286462
1245	505.9263235
1246	505.825084
1247	505.7480608
1248	505.6704112
1249	505.6093193
1250	505.5301632
1251	505.4392513
1252	505.3289721
1253	505.2498355
1254	505.1821215
1255	505.0896521
1256	504.9946489
1257	504.8556564
1258	504.7945904
1259	504.7441436
1260	504.6170412
1261	504.5045676
1262	504.3745408
1263	504.298912
1264	504.227206
1265	504.1617051
1266	504.1061881
1267	504.0276184
1268	503.968845
1269	503.9013433
1270	503.7978867
1271	503.7195181
1272	503.6536472
1273	503.5416062
1274	503.4126856
1275	503.320213
1276	503.2352962
1277	503.1539555
1278	503.0545074
1279	502.9827579
1280	502.9072608
1281	502.7873318
1282	502.6931399
1283	502.6097799
1284	502.5089465
1285	502.3825357
1286	502.2571902
1287	502.188437
1288	502.0801894
1289	501.9989311
1290	501.9193986
1291	501.8239341
1292	501.7564634
1293	501.6640667
1294	501.5690857
1295	501.4414937
1296	501.3436099
1297	501.2485605
1298	501.1616351
1299	501.0699434
1300	500.9499877
1301	500.8474821
1302	500.773036
1303	500.7163235
1304	500.6511296
1305	500.5346767
1306	500.4432372
1307	500.3720878
1308	500.2839998
1309	500.2003505
1310	500.0743459
1311	500.0070747
1312	499.9163066
1313	499.833795
1314	499.7226136
1315	499.6470735
1316	499.5847404
1317	499.4703054
1318	499.3628877
1319	499.2546148
1320	499.1220142
1321	499.0255904
1322	498.9406521
1323	498.818041
1324	498.7473061
1325	498.6723625
1326	498.6096556
1327	498.4907306
1328	498.4000482
1329	498.2998679
1330	498.2204823
1331	498.119408
1332	498.0155107
1333	497.9084448
1334	497.7784274
1335	497.6808708
1336	497.6023604
1337	497.5175813
1338	497.4606091
1339	497.3844434
1340	497.2777336
1341	497.1534842
1342	497.077825
1343	496.9259714
1344	496.818032
1345	496.7532082
1346	496.6629937
1347	496.5441112
1348	496.4739526
1349	496.3451366
1350	496.2020263
1351	496.1308668
1352	496.0745679
1353	496.0082403
1354	495.9609453
1355	495.8324241
1356	495.7233113
1357	495.665251
1358	495.6063209
1359	495.544569
1360	495.424978
1361	495.3568579
1362	495.2929858
1363	495.2181314
1364	495.0842357
1365	494.9728354
1366	494.8754351
1367	494.8066733
1368	494.7170915
1369	494.6324951
1370	494.5597831
1371	494.4750649
1372	494.3692232
1373	494.2820109
1374	494.1927692
1375	494.1213032
1376	494.0306195
1377	493.9325797
1378	493.8672023
1379	493.7860467
1380	493.716282
1381	493.6243205
1382	493.5483416
1383	493.45476
1384	493.3497986
1385	493.2368449
1386	493.1820685
1387	493.1108778
1388	493.049967
1389	492.9366883
1390	492.8945086
1391	492.8107949
1392	492.75943
1393	492.6923738
1394	492.6228309
1395	492.5485554
1396	492.4263672
1397	492.3477052
1398	492.2071192
1399	492.1293537
1400	492.0768531
1401	491.9974216
1402	491.9250172
1403	491.8296772
1404	491.7514406
1405	491.6560796
1406	491.5999904
1407	491.5240638
1408	491.452215
1409	491.3683824
1410	491.2931172
1411	491.2049276
1412	491.1207789
1413	491.0569926
1414	491.0117984
1415	490.9354424
1416	490.8591885
1417	490.7478368
1418	490.6352783
1419	490.519807
1420	490.3907411
1421	490.3066488
1422	490.2258675
1423	490.1445145
1424	490.0743049
1425	489.9381939
1426	489.86072
1427	489.7772117
1428	489.6989711
1429	489.6060646
1430	489.5165485
1431	489.4530108
1432	489.3969891
1433	489.3035774
1434	489.2331042
1435	489.1645317
1436	489.0936143
1437	488.9915613
1438	488.9187531
1439	488.8545997
1440	488.8067423
1441	488.7059326
1442	488.6010494
1443	488.5059553
1444	488.434511
1445	488.3617824
1446	488.2856677
1447	488.2085034
1448	488.1348829
1449	488.0213977
1450	487.91435
1451	487.8456492
1452	487.7719615
1453	487.6857362
1454	487.6113707
1455	487.5261579
1456	487.4691253
1457	487.3815546
1458	487.2848593
1459	487.2002621
1460	487.1290351
1461	487.068578
1462	486.9897561
1463	486.8970481
1464	486.8340412
1465	486.7724984
1466	486.7180532
1467	486.6459771
1468	486.5793804
1469	486.5267522
1470	486.4015154
1471	486.2809031
1472	486.1867895
1473	486.1129937
1474	486.0400789
1475	485.9682379
1476	485.9080442
1477	485.8273442
1478	485.7706679
1479	485.7028444
1480	485.6350331
1481	485.5480204
1482	485.491573
1483	485.3923512
1484	485.3131415
1485	485.2514148
1486	485.178571
1487	485.098194
1488	485.0227209
1489	484.9378821
1490	484.8534529
1491	484.7608662
1492	484.6454267
1493	484.5684129
1494	484.5113538
1495	484.4268182
1496	484.3318001
1497	484.2620813
1498	484.1704144
1499	484.1042628
1500	484.0033846
1501	483.8761803
1502	483.8086254
1503	483.7122992
1504	483.6267008
1505	483.5259431
1506	483.4309253
1507	483.3548306
1508	483.2339896
1509	483.1603068
1510	483.108603
1511	483.0428302
1512	482.9534581
1513	482.8955204
1514	482.8239358
1515	482.7179959
1516	482.5942481
1517	482.5136111
1518	482.4029119
1519	482.3384756
1520	482.2322741
1521	482.1471306
1522	482.0718409
1523	481.975505
1524	481.8872989
1525	481.8222364
1526	481.7244017
1527	481.6360729
1528	481.5603908
1529	481.5067442
1530	481.4041772
1531	481.3253316
1532	481.2061345
1533	481.1548615
1534	481.0855402
1535	481.0003197
1536	480.887363
1537	480.8197807
1538	480.7124152
1539	480.6438483
1540	480.5397307
1541	480.4640053
1542	480.377937
1543	480.2739329
1544	480.1637567
1545	480.0524976
1546	479.9859177
1547	479.9164439
1548	479.8223681
1549	479.724483
1550	479.6150295
1551	479.533752
1552	479.4433713
1553	479.3786313
1554	479.2705391
1555	479.1971833
1556	479.1210801
1557	479.0495256
1558	478.9674559
1559	478.8653387
1560	478.8076361
1561	478.7156985
1562	478.6523111
1563	478.5809005
1564	478.5194216
1565	478.4601505
1566	478.3644509
1567	478.2833405
1568	478.1658759
1569	478.1007028
1570	478.0458202
1571	477.9954814
1572	477.932717
1573	477.8370159
1574	477.7467857
1575	477.6585414
1576	477.5178323
1577	477.4441735
1578	477.3761219
1579	477.3087055
1580	477.2126929
1581	477.1589521
1582	477.0870129
1583	476.9899312
1584	476.9094874
1585	476.8510814
1586	476.7701315
1587	476.6884558
1588	476.5782725
1589	476.5261303
1590	476.4307033
1591	476.3748705
1592	476.3289267
1593	476.215105
1594	476.1571207
1595	476.0794148
1596	475.9964466
1597	475.9151882
1598	475.8505535
1599	475.7673486
1600	475.7064533
1601	475.6507971
1602	475.5818632
1603	475.5140214
1604	475.4205773
1605	475.339284
1606	475.2572432
1607	475.1687724
1608	475.1170753
1609	475.0224197
1610	474.9297982
1611	474.8481751
1612	474.7588163
1613	474.6493147
1614	474.5573861
1615	474.491986
1616	474.4334309
1617	474.3724432
1618	474.2630392
1619	474.1962503
1620	474.120667
1621	474.0692312
1622	473.9856696
1623	473.8960347
1624	473.8395832
1625	473.7803773
1626	473.6577607
1627	473.5918403
1628	473.5152625
1629	473.4497314
1630	473.3827896
1631	473.2954873
1632	473.241521
1633	473.1756874
1634	473.0738563
1635	472.9841466
1636	472.8896877
1637	472.818744
1638	472.7567262
1639	472.6996411
1640	472.619595
1641	472.5285262
1642	472.4616058
1643	472.3593458
1644	472.2859644
1645	472.2104027
1646	472.1414664
1647	472.0497408
1648	471.9944718
1649	471.8751829
1650	471.7711887
1651	471.7033992
1652	471.6096751
1653	471.5004684
1654	471.4084993
1655	471.3473542
1656	471.3089761
1657	471.2382316
1658	471.1420401
1659	471.0602947
1660	470.970575
1661	470.891611
1662	470.8096866
1663	470.7251095
1664	470.6769735
1665	470.5983435
1666	470.53218
1667	470.4557599
1668	470.3883589
1669	470.2802936
1670	470.2091943
1671	470.1338387
1672	470.0610123
1673	469.9984603
1674	469.9408042
1675	469.8454416
1676	469.7689133
1677	469.7048962
1678	469.621317
1679	469.5582899
1680	469.4853722
1681	469.4285819
1682	469.344001
